id,change_percentage,index_name,period,price,sector_id,trade_date
2385,0.021591285,AllSharePriceIndex,D,418.3146,1,996688800000
2386,-0.4476057,AllSharePriceIndex,D,416.4422,1,997034400000
2387,-1.2506658,AllSharePriceIndex,D,411.2339,1,997120800000
2388,0.45091128,AllSharePriceIndex,D,413.0882,1,997207200000
2389,-0.5744052,AllSharePriceIndex,D,410.7154,1,997293600000
2390,-0.37963027,AllSharePriceIndex,W,409.1562,1,997380000000
2391,-1.2665334,AllSharePriceIndex,D,403.9741,1,997639200000
2392,-1.8545249,AllSharePriceIndex,D,396.4823,1,997725600000
2393,-1.4170115,AllSharePriceIndex,D,390.8641,1,997812000000
2394,-1.4905436,AllSharePriceIndex,D,385.0381,1,997898400000
2395,-0.41411486,AllSharePriceIndex,W,383.4436,1,997984800000
2396,0.50779307,AllSharePriceIndex,D,385.3907,1,998244000000
2397,0.74791634,AllSharePriceIndex,D,388.2731,1,998330400000
2398,-0.9229586,AllSharePriceIndex,D,384.6895,1,998416800000
2399,0.52684045,AllSharePriceIndex,D,386.7162,1,998503200000
2400,0.489739,AllSharePriceIndex,W,388.6101,1,998589600000
2401,0.38799816,AllSharePriceIndex,D,390.1179,1,998848800000
2402,0.34735653,AllSharePriceIndex,D,391.473,1,998935200000
2403,1.960927,AllSharePriceIndex,D,399.1495,1,999021600000
2404,0.81798923,AllSharePriceIndex,D,402.4145,1,999108000000
