id,close,high,low,open,share_volume,symbol,trade_date,trade_volume,turnover
1219,36.75,45,22.5,23,462500,ALUF.N0000,1262111400000,753,16569750
1220,19.5,55,18.5,44,653100,ALUF.N0000,1230575400000,1353,30779300
1221,41,54.75,17,25.25,1326000,ALUF.N0000,1199039400000,2790,47858500
1222,25,44,16.75,16.75,1023800,ALUF.N0000,1167330600000,1692,32232850
1223,18,65,18,20,1097700,ALUF.N0000,1135792800000,1313,42919500
1224,24.5,45,4.5,5,230100,ALUF.N0000,1104256800000,304,5182000
1225,5,7,5,7,8600,ALUF.N0000,1065463200000,11,47075
1226,7,7,6,6,6000,ALUF.N0000,1020016800000,5,41800
1227,6.25,6.25,5,5,3200,ALUF.N0000,999799200000,5,16125
1228,5,5,5,5,5200,ALUF.N0000,973015200000,6,26000
1229,45.8,48.8,32,35.1,696899,SING.N0000,1733682600000,593,24547828.6
1230,35.4,96.6,32,74.5,1813423,SING.N0000,1703701800000,2208,66088520.4
1231,60,109.8,57.5,109.3,31364,SING.N0000,1616956200000,673,2653343.1
1232,110.7,190.6,40.5,50,83453,SING.N0000,1609353000000,1243,11374801.6
1233,54,63.3,40,55,2341,SING.N0000,1522175400000,56,124637.4
1234,55,79.9,50.2,74,51388,SING.N0000,1514485800000,272,3140135.1
1235,80.1,105,65.1,77.7,588908,SING.N0000,1483036200000,279,44828876.2
1236,77.7,98,65,82.6,67071,SING.N0000,1451500200000,633,5374493.3
1237,82.3,102,51.8,55.9,335445,SING.N0000,1419964200000,1716,25511311.2
1238,54.1,99.4,50,97,1750116,SING.N0000,1387996200000,2542,102536836.6
1239,97,169.9,30.2,139.9,401359,SING.N0000,1356892200000,2715,38800883.4
1240,134.2,4090,119,185,596200,SING.N0000,1325183400000,4632,540589220
1241,185,235,75,75,38000,SING.N0000,1290709800000,105,4682725
1242,75,75.5,60,60,239000,SING.N0000,1258309800000,24,17900750
1243,60,85,43,60,792200,SING.N0000,1224009000000,796,52586575
1244,55,69.5,17,19,77300,SING.N0000,1198780200000,305,3209300
1245,35.5,55,3.3,3.3,52500,SING.N0000,1167244200000,150,1661170
1246,2.25,3,2,2,1400,SING.N0000,1121104800000,4,3325
1247,2,2,2,2,100,SING.N0000,1043690400000,1,200
1248,2,2.75,2,2.75,2700,SING.N0000,1032717600000,3,5550
1249,2.75,3.5,2.75,3,26000,SING.N0000,992973600000,4,79550
1250,3,3,2.75,3,2100,SING.N0000,972496800000,4,6100
1251,4,4.5,3.8,4.1,869156,ACAP.N0000,1740681000000,742,3503286.9
1252,4.2,4.6,2.8,3.3,4479035,ACAP.N0000,1735583400000,2415,16654834.7
1253,3.1,4.8,3,4.2,5301769,ACAP.N0000,1703788200000,3245,21313999.6
1254,4.1,9.2,3.3,8.9,24287952,ACAP.N0000,1672338600000,4727,166448989.9
1255,8.6,9.5,4.6,6.9,52015141,ACAP.N0000,1640889000000,11245,381025151
1256,6.7,8.6,4,7.8,9857049,ACAP.N0000,1609353000000,5462,67363764.1
1257,7.6,8.8,4.8,6.2,3144074,ACAP.N0000,1577730600000,2883,23559551.8
1258,6.6,10.4,5.9,7.5,3021791,ACAP.N0000,1546194600000,2249,25534327.3
1259,7.4,9.9,5.2,7.8,2829173,ACAP.N0000,1514485800000,2774,22476986.1
1260,7.8,13.5,4.9,7.7,12019213,ACAP.N0000,1483036200000,7345,132623763.5
1261,7.8,12.5,7.2,11.5,1666753,ACAP.N0000,1451500200000,2025,15930774.3
1262,11.5,18.2,10.5,17.1,8516434,ACAP.N0000,1419964200000,5930,113038360.4
1263,17,33.2,17,31.5,2561380,ACAP.N0000,1388428200000,1470,63842393.8
1264,30.3,67,29,63.5,2462897,ACAP.N0000,1356633000000,2805,94201048.5
1265,64.4,120,48,49,12229800,ACAP.N0000,1325183400000,10683,976835630
1266,47,50,9.25,10,135156400,ACAP.N0000,1293733800000,26552,2997044825
1267,10.25,11.75,5,5.25,34627600,ACAP.N0000,1262111400000,2431,214987700
1268,5.25,15,4.8,11.5,2161100,ACAP.N0000,1230661800000,1745,20599125
1269,11.5,17.25,11.25,15.5,61168400,ACAP.N0000,1199039400000,3389,859379725
1270,16,18.5,10.5,15,9178100,ACAP.N0000,1167330600000,4761,144425525
1271,12,24,10,13.5,106753200,ACAP.N0000,1135879200000,12357,1930146100
1272,12.5,19.5,12,14,26271500,ACAP.N0000,1104429600000,5517,426402425
1273,13.5,19.5,6.75,10.25,120461400,ACAP.N0000,1072807200000,14043,1493463150
1274,10,19,6.75,8.5,102092100,ACAP.N0000,1041271200000,11134,1249254625
1275,8.5,11.5,3.25,5,64439500,ACAP.N0000,1009735200000,5065,431932450
1276,4.75,7.75,3.5,6,5107600,ACAP.N0000,977940000000,1034,27445975
1277,120,132,90,94,21491102,CIC.N0000,1740681000000,5683,2368442052.7
1278,94,97.5,59.9,66,66323094,CIC.N0000,1735583400000,15050,5210450011.5
1279,64,87.4,57.8,84.8,56444455,CIC.N0000,1703788200000,15417,3965511849.6
1280,85,108,27,64.1,95145567,CIC.N0000,1672338600000,28318,7057008710.4
1281,65,188.8,42.3,185,118336992,CIC.N0000,1640889000000,45837,6811767870.6
1282,182.3,187,34.1,58.9,24804772,CIC.N0000,1609353000000,13276,2952043001.7
1283,60,64.4,33.8,42.1,3368616,CIC.N0000,1577730600000,2222,187883866.8
1284,39.6,66,38,63,1822804,CIC.N0000,1546194600000,1256,95675875.7
1285,62,102,60,91.4,1485130,CIC.N0000,1514485800000,1273,113207801.7
1286,91.4,108,88,103,3426425,CIC.N0000,1483036200000,1173,343045293
1287,100.3,120,74.1,87,12902568,CIC.N0000,1451500200000,2784,1266533845.9
1288,85,93,45,47.9,19570674,CIC.N0000,1419964200000,5443,1394311994.9
1289,47.9,77.7,46.2,65,2007084,CIC.N0000,1388428200000,1774,123131843.4
1290,64.3,110,61.9,105,4212562,CIC.N0000,1356892200000,2576,369945656.3
1291,111.5,210,100.1,140,11753900,CIC.N0000,1325183400000,5127,1870035660
1292,140.7,150,60,63.5,31479200,CIC.N0000,1293733800000,12600,3073495295
1293,63,72,29,29,28348800,CIC.N0000,1262111400000,12797,1515967075
1294,28.75,48,28.5,38,17770600,CIC.N0000,1230661800000,10222,714455800
1295,38.75,120,32.75,99.25,26507600,CIC.N0000,1199039400000,17842,1530858550
1296,97.25,325,55.5,150,7502900,CIC.N0000,1167330600000,7221,1202443575
1297,150,209,120,124,615800,CIC.N0000,1135879200000,568,105658225
1298,125,189,120,129,215600,CIC.N0000,1104429600000,381,30823575
1299,130,190,114,122,434900,CIC.N0000,1072202400000,410,67163000
1300,115,130,51,53,686500,CIC.N0000,1040061600000,400,62965725
1301,55,60,24.5,42,76400,CIC.N0000,1008698400000,92,3404225
1302,42,49,25,30,180300,CIC.N0000,977162400000,178,6164525
1303,47,57.5,45.6,46.6,13914856,AGAL.N0000,1740681000000,7252,735323611.6
1304,46.6,48.9,29.1,32.7,39271962,AGAL.N0000,1735583400000,15687,1447838525.9
1305,32.6,39,27.2,33,187612849,AGAL.N0000,1703788200000,16128,7145526704.8
1306,31.9,83,15.1,56,117668779,AGAL.N0000,1672338600000,64693,5965875010.5
1307,53.7,58,22.5,27,101304188,AGAL.N0000,1640889000000,40912,3961487323.4
1308,28.1,30,12.8,16.1,1073783,AGAL.N0000,1609353000000,2116,21487451.8
1309,15.1,17,12.5,13.5,55563,AGAL.N0000,1577730600000,368,846248.5
1310,14,22.8,12.5,21.4,88831,AGAL.N0000,1546194600000,395,1497238
1311,20,25,16.1,17,15575843,AGAL.N0000,1514399400000,818,281229092.9
1312,17.5,24,15.3,22.5,15852169,AGAL.N0000,1482172200000,588,317087912.6
1313,20.5,28.6,19,27.1,553366,AGAL.N0000,1451327400000,599,13498392.5
1314,27.1,29.5,23,23.8,3016071,AGAL.N0000,1419964200000,1682,76922951.6
1315,23.9,35.6,21,33,774328,AGAL.N0000,1388428200000,1677,21024649
1316,32.7,50,28,49.5,468945,AGAL.N0000,1356892200000,1372,16774795.2
1317,49.8,115,40,71,2435500,AGAL.N0000,1325183400000,3375,200961600
1318,63,65.4,21.5,22,9864900,AGAL.N0000,1293733800000,6814,374798135
1319,21.75,28,11,11,5349500,AGAL.N0000,1262111400000,5314,107198900
1320,11,49,10,36.5,4696200,AGAL.N0000,1230661800000,3600,166296850
1321,35.25,39.75,15.25,21,6740400,AGAL.N0000,1199039400000,3110,185695200
1322,20.5,33.5,9,10.5,4992400,AGAL.N0000,1167330600000,3817,112498425
1323,10,19,8,11,3283600,AGAL.N0000,1135879200000,1755,53208875
1324,10,17,9,12,835900,AGAL.N0000,1104429600000,559,11664950
1325,13,20,9.25,9.75,2421300,AGAL.N0000,1072116000000,902,35756475
1326,9.75,10.5,5.25,8,2203800,AGAL.N0000,1040925600000,998,18291475
1327,8,11.5,4.75,6.75,5443100,AGAL.N0000,1009735200000,1038,43248075
1328,6.75,10.5,6,8.5,1833300,AGAL.N0000,978026400000,1186,15511025
1329,394.75,430,385,401.5,101769,REXP.N0000,1740681000000,1363,41149623.75
1330,419.25,510,360,510,378891,REXP.N0000,1735583400000,6391,157629219.75
1331,484.5,660,475,600.25,241494,REXP.N0000,1703788200000,5715,135897017.25
1332,600,1273.75,350,862.5,975862,REXP.N0000,1672338600000,16294,785451190
1333,846.25,1000,300,348,1492464,REXP.N0000,1640889000000,17059,770263893.5
1334,349.8,367.5,150,263,996599,REXP.N0000,1609353000000,8223,258008972.6
1335,259.1,295,190,213.4,1334754,REXP.N0000,1577730600000,5788,312291567.8
1336,214.9,228,160,177,568396,REXP.N0000,1546194600000,2593,106221051.2
1337,177,240,170,224,1154263,REXP.N0000,1514485800000,2384,260324483.3
1338,223.4,298.9,190.1,298.9,661388,REXP.N0000,1483036200000,2493,160205461.9
1339,298.8,329.9,129.5,159.9,3302914,REXP.N0000,1451500200000,6027,724880640.1
1340,158.5,184,44.6,44.6,4357146,REXP.N0000,1419964200000,6037,427454503.1
1341,44.6,47,29.4,35.9,4440844,REXP.N0000,1388428200000,3166,170993350.7
1342,33.5,36.9,12.5,26.6,1009219,REXP.N0000,1356460200000,1483,25777670.5
1343,27.5,57.8,24.1,31.1,12019400,REXP.N0000,1325183400000,9252,489655850
1344,26.5,38.7,25,28.25,6023200,REXP.N0000,1293733800000,4436,194857520
1345,27.75,29,6.25,8.5,6227300,REXP.N0000,1262111400000,3479,116631100
1346,7.25,13.75,6.5,13.25,1539800,REXP.N0000,1230661800000,1509,18279500
1347,14,24,12.5,24,1617200,REXP.N0000,1199039400000,1736,24789575
1348,24,30,19.25,27.5,708300,REXP.N0000,1167330600000,835,18335875
1349,27.5,41,20,32,1675100,REXP.N0000,1135879200000,1590,57545200
1350,32,36,22,27.75,495800,REXP.N0000,1103738400000,460,15304775
1351,27.5,42.5,23.5,26.25,1379400,REXP.N0000,1071597600000,787,43001225
1352,26,33.5,18,23.5,496900,REXP.N0000,1040666400000,513,13586050
1353,25,30,14,15.5,2618900,REXP.N0000,1009735200000,206,55532775
1354,15.25,24,11.25,23.5,1857500,REXP.N0000,976557600000,685,29885400
1355,683,700,570,585.5,56867,BUKI.N0000,1740421800000,505,36138151.5
1356,593.75,598.75,311,389,231044,BUKI.N0000,1735583400000,1380,100036113.25
1357,385,480,275.5,290,762325,BUKI.N0000,1703701800000,2229,306979961.75
1358,291.75,455,272,400,652667,BUKI.N0000,1672338600000,2393,229277834.75
1359,402.5,478,267,358.4,2405044,BUKI.N0000,1640889000000,11408,823183556.55
1360,349.3,520,140.1,246,337344,BUKI.N0000,1609353000000,2881,109675856.4
1361,230.1,250,180,205.1,254770,BUKI.N0000,1577730600000,536,53589379.5
1362,205.1,274.9,199,220,8944669,BUKI.N0000,1546194600000,600,1788804810.6
1363,210.5,299,201,290,485495,BUKI.N0000,1514485800000,1365,111581664.2
1364,280,517,258,515,425923,BUKI.N0000,1483036200000,1848,138083261.3
1365,511.2,735,480,713.1,120567,BUKI.N0000,1451500200000,1254,77200307.8
1366,715,750,538,619,1668014,BUKI.N0000,1419964200000,2150,1071602898.1
1367,619.9,755,612.1,690,651193,BUKI.N0000,1388428200000,2072,456660204.1
1368,697,1075,652,1030,615057,BUKI.N0000,1356892200000,2620,463141858.3
1369,1030,1600,820,851,3516074,BUKI.N0000,1325183400000,6389,4008211092
1370,885.2,9000,815,3150,351800,BUKI.N0000,1293733800000,2328,1774977750
1371,3025.5,3100,675,695,203600,BUKI.N0000,1262111400000,1205,300023425
1372,610,2075,610,1260,281600,BUKI.N0000,1230661800000,1518,431681075
1373,1300,1499,805,1160,574000,BUKI.N0000,1199039400000,1530,584791150
1374,1162,1649,910,968,208800,BUKI.N0000,1166466600000,875,251229500
1375,953.5,1300,700,710,198700,BUKI.N0000,1135879200000,946,192108100
1376,716.75,5250,500,750,116200,BUKI.N0000,1104429600000,918,97425175
1377,6000,6000,1500,2000,1800,BUKI.N0000,1057860000000,10,5380000
1378,901,901,425,425,68100,BUKI.N0000,1039370400000,4,61310400
1379,375.25,380,360,380,33100,BUKI.N0000,1008612000000,8,12000125
1380,400,400,400,400,200,BUKI.N0000,977853600000,1,80000
1381,4000,4198,3900,4099.5,381,HARI.N0000,1740594600000,71,1519497
1382,3955.25,5125,3550.75,3999.75,271238,HARI.N0000,1735497000000,293,1095788931.5
1383,4000,4499,3350,4000,1984,HARI.N0000,1703097000000,163,7914625
1384,4000,6500,3375,4100,4049,HARI.N0000,1671647400000,225,16637014.25
1385,3998.25,4869,2700,4500,29683,HARI.N0000,1640802600000,777,100525413.55
1386,3872.2,4830,1275,1550,3865,HARI.N0000,1609353000000,393,8393570
1387,1528,1800,1200,1499.5,487663,HARI.N0000,1577385000000,374,765136120.2
1388,1499.5,1599,1057.1,1350,1355,HARI.N0000,1545762600000,116,1889310.4
1389,1350,3000,1151.2,2700,7240,HARI.N0000,1513017000000,723,13355062.9
1390,2500,3174.9,2250,2340,2958,HARI.N0000,1482949800000,363,7590964
1391,2348.9,2500,2000,2225,2609,HARI.N0000,1451413800000,169,5822614.4
1392,2100.6,2500,1879.9,2198,7672,HARI.N0000,1419273000000,213,16310354.8
1393,2118.3,2695,1925.2,2600,4599,HARI.N0000,1388341800000,404,9840811.9
1394,2599.5,3200,1402,3000,7514,HARI.N0000,1356287400000,259,19769902.5
1395,2990,2999,1000,1000,4700,HARI.N0000,1324492200000,45,10619540
1396,950,1000,800,800,2600,HARI.N0000,1292524200000,19,2392205
1397,755,755,450,450,6300,HARI.N0000,1261938600000,29,3960250
1398,450,455,450,450,500,HARI.N0000,1218393000000,4,225500
1399,450,450,410,410,300,HARI.N0000,1197311400000,3,128500
1400,425,425,310,400,5900,HARI.N0000,1164565800000,17,2131000
1401,395,400,315,350,25900,HARI.N0000,1131559200000,30,8751500
1402,270,520,162.25,162.25,12500,HARI.N0000,1102615200000,36,3386000
1403,160,160,160,160,2400,HARI.N0000,1069610400000,4,384000
1404,160,160,150,150,2500,HARI.N0000,1035223200000,3,398000
1405,150,150,111.25,140,123700,HARI.N0000,1008612000000,16,14009675
1406,140,149.25,122,127,22900,HARI.N0000,975866400000,28,3045450
1407,1294.25,1400,910,979.25,66858,SOY.N0000,1740681000000,1369,75581443.25
1408,986.5,998,729,969.75,164768,SOY.N0000,1735583400000,5102,134527677
1409,970,1400,900,1306,14003,SOY.N0000,1703788200000,1036,16393029
1410,1307,1990,888,1205,38691,SOY.N0000,1672338600000,1169,51370489.75
1411,1246,1999,950,1198.4,389327,SOY.N0000,1640889000000,3227,420630296.25
1412,1113.3,1197,300,383.1,34990,SOY.N0000,1609353000000,903,22474610.5
1413,400,474,275,450,73070,SOY.N0000,1577730600000,515,27316139.4
1414,450,570,327,375,54978,SOY.N0000,1546194600000,554,25339731.8
1415,325,400,276.5,310,1985019,SOY.N0000,1514485800000,504,626139230.1
1416,300,480,300,452.4,61835,SOY.N0000,1482949800000,581,24317978.9
1417,452.1,534.9,251,251,559992,SOY.N0000,1451327400000,1640,181868696.1
1418,271.3,320,200,224,184496,SOY.N0000,1419877800000,780,45958929.2
1419,220.2,250,120,135,226477,SOY.N0000,1388428200000,1334,43541982.6
1420,135,280,125,270.1,162330,SOY.N0000,1356633000000,1228,30855209.8
1421,295,580,160,160,727200,SOY.N0000,1325097000000,2207,244214820
1422,165,190,115,115,80300,SOY.N0000,1292956200000,191,11217770
1423,120,120,70,70,174300,SOY.N0000,1262111400000,216,16340625
1424,70,86,70,84.75,120400,SOY.N0000,1228242600000,139,9990000
1425,80,95,56,76.5,87500,SOY.N0000,1198780200000,284,6504000
1426,77.25,89,50,63,419500,SOY.N0000,1167330600000,539,30206750
1427,60,100,28.25,33,1155000,SOY.N0000,1135879200000,1563,74087575
1428,36,42.5,18,22,235500,SOY.N0000,1104343200000,374,8089125
1429,22,36,15.75,15.75,345400,SOY.N0000,1072202400000,401,8674325
1430,15.5,17.5,4.75,6.5,109400,SOY.N0000,1040148000000,110,1249900
1431,6,7.25,3.75,7.25,120800,SOY.N0000,1008871200000,34,589625
1432,7.5,8,5.25,5.5,1803200,SOY.N0000,959709600000,44,14287450
1433,13,16.9,12.9,14.4,2650817,MADU.N0000,1740681000000,2241,39632870.4
1434,14,16,9,10.9,5945544,MADU.N0000,1735583400000,4477,78548216.6
1435,11.1,12.6,9.7,11,1918925,MADU.N0000,1703788200000,2384,21231634.2
1436,11.3,19.9,6.5,12.4,10541384,MADU.N0000,1672338600000,7432,167477004.9
1437,12.6,17.1,7.4,9.9,4841304,MADU.N0000,1640889000000,5166,54118461
1438,10,13.2,3.7,7.2,7581582,MADU.N0000,1609353000000,5787,75612910.1
1439,6.8,8.2,4.9,6.3,4031637,MADU.N0000,1577730600000,3711,27489750.9
1440,6.3,14.2,5.7,14.1,2094065,MADU.N0000,1546194600000,2680,19072561.9
1441,13.7,20.4,4.7,7.3,31327473,MADU.N0000,1514485800000,10082,471041348.2
1442,7.5,8.9,5.8,7.9,1188205,MADU.N0000,1482777000000,1322,8861329.5
1443,8,16.7,7.7,14.2,2392129,MADU.N0000,1451500200000,2240,26299122.1
1444,14.1,19,9.6,10.7,7658494,MADU.N0000,1419964200000,8222,108265606.6
1445,10.9,16.8,9.3,15.7,2135891,MADU.N0000,1388428200000,3985,29575265.3
1446,15.6,22.7,7.9,16.2,13689019,MADU.N0000,1356892200000,4614,160230583.7
1447,16.6,37,14.8,18.5,12626300,MADU.N0000,1325183400000,11056,343991680
1448,17.5,21.5,13.5,14,13546200,MADU.N0000,1293733800000,8821,240861110
1449,14,16.75,6.5,6.5,10577900,MADU.N0000,1262111400000,7972,133562375
1450,6.25,24,5.5,11.5,17872000,MADU.N0000,1230661800000,13207,284025225
1451,11.25,11.75,5,8,10270200,MADU.N0000,1199039400000,5376,96482950
1452,8.25,10.5,5.75,6.75,2180200,MADU.N0000,1167244200000,1693,18869000
1453,6.75,11.75,6,8,2916000,MADU.N0000,1135879200000,2072,28053475
1454,8,13.5,6,7.25,3706100,MADU.N0000,1104429600000,1964,38485200
1455,7.5,13,7,9.5,1647200,MADU.N0000,1072807200000,1547,15767300
1456,9.25,12,7.5,12,2152500,MADU.N0000,1041184800000,1867,20985775
1457,12,16.5,7.25,11,1575800,MADU.N0000,1009735200000,1885,17440825
1458,10.5,16.5,9.5,15.5,2301400,MADU.N0000,978026400000,3532,30010325
1459,324.75,362,308,321,36049370,HNB.N0000,1740681000000,17937,12080917311
1460,319.75,324,151,166,151258493,HNB.N0000,1735583400000,37507,32800672481.5
1461,169.25,203.5,75.2,80.7,73307078,HNB.N0000,1703788200000,21571,10563435713
1462,78.9,145,72,135,31792852,HNB.N0000,1672338600000,13652,2751285756.6
1463,135,171,123,126.5,150585244,HNB.N0000,1640889000000,37634,20648268395.1
1464,126.5,174,90,173.9,142029926,HNB.N0000,1609353000000,49819,16285662462.2
1465,172.2,214.9,130.5,208.5,29290967,HNB.N0000,1577730600000,11186,5055814231.2
1466,214,257.5,200,250,52679744,HNB.N0000,1546194600000,4452,12338573891.8
1467,249,271,220,224,27456632,HNB.N0000,1514485800000,4709,6608417372.5
1468,225,235,185,211,19943989,HNB.N0000,1483036200000,4573,4229803903.5
1469,210.6,242,192,195,34919024,HNB.N0000,1451500200000,8284,7700564622.6
1470,194.9,205,145.1,147.9,43917207,HNB.N0000,1419964200000,6660,7381912226.8
1471,147,176,140,146,67886852,HNB.N0000,1388428200000,5487,10303290777.3
1472,148,170,130,151.8,12353873,HNB.N0000,1356892200000,3076,1811045737.7
1473,151.3,410,120,400,18943400,HNB.N0000,1325183400000,3925,5001273580
1474,399.9,445,168,173,96265360,HNB.N0000,1293733800000,8700,27422255335
1475,170.25,175,68,68.75,35102100,HNB.N0000,1262111400000,3840,5634836700
1476,69.75,135,65,120.25,2480400,HNB.N0000,1230661800000,1739,273517650
1477,122.5,225,90,157.5,30407820,HNB.N0000,1199039400000,4396,3321807525
1478,155.75,161,100,110,5593300,HNB.N0000,1167330600000,3189,705864475
1479,112.5,148,51.75,57,19685200,HNB.N0000,1135879200000,7854,2018787150
1480,57,80,50.25,69.75,3458000,HNB.N0000,1104429600000,2184,224044425
1481,69,120,68,79,12820400,HNB.N0000,1072720800000,6141,1218420250
1482,79,80,42,51.5,6986300,HNB.N0000,1041271200000,3716,457506975
1483,52,64,31,48,3502900,HNB.N0000,1009735200000,1759,158415375
1484,46.25,87.5,42,87.5,2210100,HNB.N0000,978026400000,1285,164165250
1485,137.5,149.25,122.25,130.75,17113790,HAYL.N0000,1740681000000,11299,2334019014.5
1486,131.25,132,71.6,71.6,148135878,HAYL.N0000,1735583400000,55125,14595493648.75
1487,71.4,97.9,63.5,68.9,125121789,HAYL.N0000,1703788200000,69367,10103988906.5
1488,68,151.5,50,130,135863421,HAYL.N0000,1672338600000,114647,13617863587.45
1489,130,860,52,415,358803219,HAYL.N0000,1640889000000,163010,40363909741.85
1490,414.5,450,107,173.9,15068536,HAYL.N0000,1609353000000,20646,4819463084.3
1491,174.9,209.9,144.1,185,2373169,HAYL.N0000,1577730600000,4071,400134577.5
1492,187,240,175,240,1225262,HAYL.N0000,1546194600000,3125,258227389.7
1493,241,302.8,240,270,3764425,HAYL.N0000,1514485800000,2700,1152451745
1494,270,310,237.5,307.1,1995474,HAYL.N0000,1483036200000,3358,553654324.7
1495,307.4,365,290,339.5,5124736,HAYL.N0000,1451500200000,6559,1713500516.1
1496,339.9,365,280,293,3426639,HAYL.N0000,1419964200000,1685,1104300615.5
1497,293,325,282,300,2206740,HAYL.N0000,1388428200000,1505,658769831.1
1498,302.9,390,280,375,7237951,HAYL.N0000,1356892200000,1089,2713011352.2
1499,375,426,295,340.2,18819152,HAYL.N0000,1325183400000,3301,7160216970
1500,345,394.4,172,172,18104600,HAYL.N0000,1293733800000,6311,5704503970
1501,171.75,182.5,85,90,3925100,HAYL.N0000,1262111400000,2626,564973550
1502,86,150,85.25,105.5,18868152,HAYL.N0000,1230661800000,3269,2457402166
1503,107.75,165,101,130,8684100,HAYL.N0000,1199039400000,2940,1203363225
1504,129.5,135,85,97,7469700,HAYL.N0000,1167330600000,4110,827608700
1505,97,168.5,86,129.75,11634500,HAYL.N0000,1135879200000,4953,1453657000
1506,126.25,140,90,120,6885200,HAYL.N0000,1104429600000,2638,871578050
1507,120,230,118,144.75,7507700,HAYL.N0000,1072807200000,2983,1296196725
1508,145,164,102.25,118,9031200,HAYL.N0000,1041271200000,1908,1262204400
1509,117,140,53,80,3482300,HAYL.N0000,1009735200000,1711,306688225
1510,78.5,110.25,70,110,3025500,HAYL.N0000,978026400000,1353,278974375
1511,170,179.75,152,160.25,18298,YORK.N0000,1740594600000,263,2989047
1512,168.75,180,126.5,146,75100,YORK.N0000,1735583400000,1367,11001172.75
1513,151,224,118,130,52470,YORK.N0000,1703788200000,1439,8334887.75
1514,126,224,120,217.5,87716,YORK.N0000,1672338600000,1957,15262201
1515,210.5,345,125.7,134.6,414624,YORK.N0000,1640889000000,6844,95047091.1
1516,133.8,143,53,76,135646,YORK.N0000,1609353000000,1548,13932141.3
1517,75.2,88.9,53.5,82,17657,YORK.N0000,1577730600000,219,1293268.3
1518,85,143.9,13,14,121707,YORK.N0000,1545762600000,685,4748266.9
1519,14,16.5,12.3,14.2,742216,YORK.N0000,1514485800000,1116,11063956.9
1520,14.3,17.2,9.9,15.6,980019,YORK.N0000,1482345000000,1169,14375506.2
1521,14.6,18,12.8,16.4,1097779,YORK.N0000,1451500200000,1758,17664366.5
1522,16.8,20.4,12.7,14,7239701,YORK.N0000,1419964200000,6395,121354091.7
1523,13.6,18.8,12.1,17,4350474,YORK.N0000,1388428200000,5339,68056234.2
1524,16.8,33.8,9.5,25.4,6236784,YORK.N0000,1356892200000,7186,129797885.2
1525,25.2,47.9,19.6,26.5,27617200,YORK.N0000,1325183400000,20034,1023638780
1526,24.1,34,11.75,12.25,28163800,YORK.N0000,1293733800000,12473,616303650
1527,11.75,14.5,7.75,8.5,7428000,YORK.N0000,1262111400000,4329,88720600
1528,8.25,18,7,11.25,13575400,YORK.N0000,1230661800000,7759,201030950
1529,10.5,13.5,6.75,10.75,5612200,YORK.N0000,1199039400000,4424,61460625
1530,11.25,17.25,7.5,9,9412900,YORK.N0000,1167330600000,5935,121030450
1531,9,33.75,6.25,8.25,17693100,YORK.N0000,1135879200000,9891,381166650
1532,8.25,15.5,5.5,8,4574100,YORK.N0000,1104343200000,1999,48174550
1533,7.25,10.5,5.5,9,901000,YORK.N0000,1071597600000,188,7336325
1534,8.75,11,5,5.5,596500,YORK.N0000,1039456800000,248,4808225
1535,5.5,7,4.5,5.5,88600,YORK.N0000,1009735200000,93,457525
1536,5.5,6.5,5.5,6.5,77600,YORK.N0000,978026400000,67,459650
1537,79.9,88,71,80.2,1960636,HSIG.N0000,1740681000000,1877,158905576.5
1538,81.5,84.7,42,56.2,4936519,HSIG.N0000,1735583400000,7134,283114978.5
1539,56,59.5,29,32.4,5917082,HSIG.N0000,1703788200000,7441,240970754.2
1540,30.9,110.5,28.1,85,2967268,HSIG.N0000,1672338600000,6269,146846890.8
1541,85,95,53.6,71,704472,HSIG.N0000,1640889000000,1462,54504400
1542,71,78,35,61,634928,HSIG.N0000,1609353000000,1857,33432847.6
1543,61.7,74,48,58,358817,HSIG.N0000,1577730600000,2220,20635783.8
1544,59.3,76.5,45,65.9,596766,HSIG.N0000,1546194600000,1957,34149903.7
1545,62,103.9,61.6,101,263421,HSIG.N0000,1514485800000,1062,23466223.3
1546,100,124.9,94,113.9,319690,HSIG.N0000,1482863400000,742,35379392.9
1547,100,113.9,77,85.4,597442,HSIG.N0000,1451500200000,472,59303724.1
1548,85.3,109.9,71.2,75.2,343276,HSIG.N0000,1419964200000,547,29367324.4
1549,76,87,70,84.5,560080,HSIG.N0000,1388428200000,545,45802966.7
1550,84.5,89.8,60.1,74,1440164,HSIG.N0000,1356892200000,1477,110775383.3
1551,74,95,60,76,4671300,HSIG.N0000,1325183400000,5182,366107310
1552,79.4,97.3,48.75,53.75,5036600,HSIG.N0000,1293733800000,4686,374486950
1553,53.75,73,21,23.25,1035300,HSIG.N0000,1262111400000,1561,53762725
1554,21,38,18,36,416200,HSIG.N0000,1229538600000,356,12962300
1555,35,38.25,24.25,35,55600,HSIG.N0000,1199039400000,89,1899700
1556,40,46,25.5,25.5,376500,HSIG.N0000,1165948200000,414,15299250
1557,34,50,28,37,350500,HSIG.N0000,1134064800000,388,14699850
1558,38,52.5,24,28,798800,HSIG.N0000,1104429600000,738,30177300
1559,30,42,18,23,391200,HSIG.N0000,1072202400000,507,11000175
1560,23,35,9,9,413900,HSIG.N0000,1041271200000,350,8579025
1561,9,11.5,8.5,10,46400,HSIG.N0000,1008180000000,43,424925
1562,10,13.5,10,13,8000,HSIG.N0000,976039200000,46,95725
