id,agm,announcement_category,anu_category_id,approved_date,company,created_date,date_of_announcement,final_dividend,first_and_final,group_key,is_new,non_voting_div_per_share,payment,record_date,remarks,sec_id,symbol,type_first_int,type_fourth_int,type_other,type_second_int,type_third_int,voting_div_per_share,xc,xd
1117,,CASH DIVIDEND,5,1561374089867,VALLIBEL POWER ERATHNA PLC,24-06-2019 04:31:29 PM,24-06-2019,false,false,CASH DIVIDEND,true,,12-07-2019,,,454,VPEL,true,false,false,false,false,0.3,,03-07-2019
1127,25-07-2019,CASH DIVIDEND,5,1561458120671,CARGILLS (CEYLON) PLC,25-06-2019 03:52:00 PM,25-06-2019,true,false,CASH DIVIDEND,true,,05-08-2019,,,457,CARG,false,false,false,false,false,4.1,,26-07-2019
1135,26-08-2019,CASH DIVIDEND,5,1561462633502,BANSEI ROYAL RESORTS HIKKADUWA PLC,25-06-2019 05:07:13 PM,25-06-2019,false,true,CASH DIVIDEND,true,,04-09-2019,,,1322,BRR,false,false,false,false,false,0.3,,27-08-2019
1145,,CASH DIVIDEND,5,1561546563414,ACL PLASTICS PLC,26-06-2019 04:26:03 PM,26-06-2019,false,false,CASH DIVIDEND,true,,17-07-2019,,,643,APLA,true,false,false,false,false,6,,05-07-2019
1204,31-07-2019,CASH DIVIDEND,5,1561720598518,ALLIANCE FINANCE COMPANY PLC,28-06-2019 04:46:38 PM,28-06-2019,false,true,CASH DIVIDEND,true,,09-08-2019,,,341,ALLI,false,false,false,false,false,1,,01-08-2019
1295,,CASH DIVIDEND,5,1562139169964,DISTILLERIES COMPANY OF SRI LANKA PLC,03-07-2019 01:02:49 PM,02-07-2019,false,false,CASH DIVIDEND,true,,23-07-2019,,Interim Dividend for the year ended 31st March 2019,463,DIST,true,false,false,false,false,0.8,,12-07-2019
1323,29-07-2019,CASH DIVIDEND,5,1562153320779,C T HOLDINGS PLC,03-07-2019 04:58:40 PM,03-07-2019,true,false,CASH DIVIDEND,true,,07-08-2019,,,503,CTHR,false,false,false,false,false,3.7,,30-07-2019
1348,24-07-2019,CASH DIVIDEND,5,1562296757236,C T LAND DEVELOPMENT PLC,05-07-2019 08:49:17 AM,04-07-2019,true,false,CASH DIVIDEND,true,,02-08-2019,,Dividend Dates-Final Dividend for FY 2018/19,614,CTLD,false,false,false,false,false,1.25,,25-07-2019
1381,31-07-2019,CASH DIVIDEND,5,1562655920818,SENKADAGALA FINANCE PLC,09-07-2019 12:35:20 PM,09-07-2019,true,false,CASH DIVIDEND,true,,09-08-2019,,,441,SFCL,false,false,false,false,false,0.35,,01-08-2019
1392,31-07-2019,CASH DIVIDEND,5,1562671292101,CENTRAL INDUSTRIES PLC,09-07-2019 04:51:32 PM,09-07-2019,true,false,CASH DIVIDEND,true,,09-08-2019,,cash dividend - date,665,CIND,false,false,false,false,false,,,01-08-2019
1406,,CASH DIVIDEND,5,1562815170564,ON'ALLY HOLDINGS PLC,11-07-2019 08:49:30 AM,10-07-2019,true,false,CASH DIVIDEND,true,,31-07-2019,,,627,ONAL,false,false,false,false,false,0.43,,23-07-2019
1431,19-08-2019,CASH DIVIDEND,5,1563186910810,TEEJAY LANKA PLC,15-07-2019 04:05:10 PM,15-07-2019,true,false,CASH DIVIDEND,true,,28-08-2019,,FINAL DIVIDEND ANNOUNCEMENT FOR THE YEAR ENDED 31.03.2019,1080,TJL,false,false,false,false,false,1.1,,20-08-2019
1433,06-09-2019,CASH DIVIDEND,5,1563189931851,LANKA ASHOK LEYLAND PLC,15-07-2019 04:55:31 PM,15-07-2019,false,true,CASH DIVIDEND,true,,18-09-2019,,,695,ASHO,false,false,false,false,false,10,,09-09-2019
1438,16-08-2019,CASH DIVIDEND,5,1563333731958,TOKYO CEMENT COMPANY (LANKA) PLC,17-07-2019 08:52:11 AM,16-07-2019,false,true,CASH DIVIDEND,true,0.3,27-08-2019,,,688,TKYO,false,false,false,false,false,0.3,,19-08-2019
1458,23-08-2019,CASH DIVIDEND,5,1563444475562,SWADESHI INDUSTRIAL WORKS PLC,18-07-2019 03:37:55 PM,18-07-2019,false,true,CASH DIVIDEND,true,,03-09-2019,,,687,SWAD,false,false,false,false,false,1,,26-08-2019
1469,18-09-2019,CASH DIVIDEND,5,1563508337644,RENUKA AGRI FOODS PLC,19-07-2019 09:22:17 AM,19-07-2019,false,true,CASH DIVIDEND,true,,26-09-2019,,,901,RAL,false,false,false,false,false,0.12,,19-09-2019
1476,18-09-2019,CASH DIVIDEND,5,1563531258087,RENUKA FOODS PLC,19-07-2019 03:44:18 PM,19-07-2019,false,true,CASH DIVIDEND,true,0.35,26-09-2019,,,461,COCO,false,false,false,false,false,0.35,,19-09-2019
1477,18-09-2019,CASH DIVIDEND,5,1563531345014,RENUKA CAPITAL PLC,19-07-2019 03:45:45 PM,19-07-2019,false,true,CASH DIVIDEND,true,,26-09-2019,,,732,KZOO,false,false,false,false,false,0.13,,19-09-2019
1478,18-09-2019,CASH DIVIDEND,5,1563531445885,RENUKA HOLDINGS PLC,19-07-2019 03:47:25 PM,19-07-2019,false,true,CASH DIVIDEND,true,0.25,26-09-2019,,,821,RHL,false,false,false,false,false,0.25,,19-09-2019
1480,,CASH DIVIDEND,5,1563531554494,KELANI TYRES PLC,19-07-2019 03:49:14 PM,19-07-2019,false,false,CASH DIVIDEND,true,,08-08-2019,,,673,TYRE,true,false,false,false,false,2.5,,30-07-2019
1509,21-09-2019,CASH DIVIDEND,5,1563877561471,HARISCHANDRA MILLS PLC,23-07-2019 03:56:01 PM,23-07-2019,true,false,CASH DIVIDEND,true,,01-10-2019,,,482,HARI,false,false,false,false,false,30,,23-09-2019
1512,23-08-2019,CASH DIVIDEND,5,1563877731641,COMMERCIAL CREDIT AND FINANCE PLC,23-07-2019 03:58:51 PM,23-07-2019,false,true,CASH DIVIDEND,true,,03-09-2019,,,1063,COCR,false,false,false,false,false,1,,26-08-2019
1539,,CASH DIVIDEND,5,1563966549592,KELANI CABLES PLC,24-07-2019 04:39:09 PM,24-07-2019,false,false,CASH DIVIDEND,true,,15-08-2019,,,672,KCAB,true,false,false,false,false,3.5,,02-08-2019
1551,,CASH DIVIDEND,5,1564032555506,VIDULLANKA PLC,25-07-2019 10:59:15 AM,25-07-2019,false,false,CASH DIVIDEND,true,,15-08-2019,,,455,VLL,true,false,false,false,false,0.13,,05-08-2019
1556,26-09-2019,CASH DIVIDEND,5,1564123780967,MAHAWELI COCONUT PLANTATIONS LIMITED,26-07-2019 12:19:40 PM,25-07-2019,true,false,CASH DIVIDEND,true,,07-10-2019,,Net of With-holding tax,1907,MCPL,false,false,false,false,false,0.5,,27-09-2019
1605,,CASH DIVIDEND,5,1564395824022,B P P L HOLDINGS PLC,29-07-2019 03:53:44 PM,29-07-2019,false,false,CASH DIVIDEND,true,,19-08-2019,,,1524,BPPL,true,false,false,false,false,0.18,,07-08-2019
1620,06-09-2019,CASH DIVIDEND,5,1564399526708,SWADESHI INDUSTRIAL WORKS PLC,29-07-2019 04:55:26 PM,29-07-2019,false,false,CASH DIVIDEND,true,,18-09-2019,,Further to our announcement dated 18th July 2019. Amended dividend date. ,687,SWAD,false,false,false,false,false,,,09-09-2019
1628,06-09-2019,CASH DIVIDEND,5,1564473243505,DILMAH CEYLON TEA COMPANY PLC,30-07-2019 01:24:04 PM,30-07-2019,true,false,CASH DIVIDEND,true,,18-09-2019,,,489,CTEA,false,false,false,false,false,15,,09-09-2019
1637,,CASH DIVIDEND,5,1564486131365,ACL CABLES PLC,30-07-2019 04:58:51 PM,30-07-2019,false,false,CASH DIVIDEND,true,,21-08-2019,,,644,ACL,true,false,false,false,false,1.5,,08-08-2019
1639,,CASH DIVIDEND,5,1564486353401,SOFTLOGIC HOLDINGS PLC,30-07-2019 05:02:33 PM,30-07-2019,true,false,CASH DIVIDEND,true,,21-08-2019,,,1075,SHL,false,false,false,false,false,0.5,,08-08-2019
1686,16-09-2019,CASH DIVIDEND,5,1564658659987,CONVENIENCE  FOODS (LANKA )PLC,01-08-2019 04:54:20 PM,01-08-2019,true,false,CASH DIVIDEND,true,,25-09-2019,,,488,SOY,false,false,false,false,false,4.5,,17-09-2019
1702,,CASH DIVIDEND,5,1564744603992,FIRST CAPITAL HOLDINGS PLC,02-08-2019 04:46:44 PM,02-08-2019,false,false,CASH DIVIDEND,true,,26-08-2019,,,698,CFVF,true,false,false,false,false,4,,15-08-2019
1744,27-09-2019,CASH DIVIDEND,5,1565004319460,LANKA VENTURES PLC,05-08-2019 04:55:19 PM,05-08-2019,true,false,CASH DIVIDEND,true,,08-10-2019,,Declaration of Final Dividend,377,LVEN,false,false,false,false,false,2.75,,30-09-2019
1761,30-08-2019,CASH DIVIDEND,5,1565090873514,LANKA MILK FOODS (CWE) PLC,06-08-2019 04:57:53 PM,06-08-2019,false,true,CASH DIVIDEND,true,,09-09-2019,,,486,LMF,false,false,false,false,false,1.25,,02-09-2019
1766,,CASH DIVIDEND,5,1565091646470,CEYLON BEVERAGE HOLDINGS PLC,06-08-2019 05:10:46 PM,06-08-2019,false,false,CASH DIVIDEND,true,,27-08-2019,,Please refer announcement,458,BREW,true,false,false,false,false,10,,19-08-2019
1776,,CASH DIVIDEND,5,1565174847577,ROYAL PALMS BEACH HOTELS PLC,07-08-2019 04:17:27 PM,07-08-2019,false,true,CASH DIVIDEND,true,,29-08-2019,,,581,RPBH,false,false,false,false,false,1,,20-08-2019
1799,,CASH DIVIDEND,5,1565263023907,CEYLON TOBACCO COMPANY PLC,08-08-2019 04:47:03 PM,08-08-2019,false,false,CASH DIVIDEND,true,,29-08-2019,,,460,CTC,false,false,false,true,false,20,,21-08-2019
1803,,CASH DIVIDEND,5,1565263924877,ASIA SIYAKA COMMODITIES PLC,08-08-2019 05:02:04 PM,08-08-2019,true,false,CASH DIVIDEND,true,,30-08-2019,,,1205,ASIY,false,false,false,false,false,0.15,,21-08-2019
1809,,CASH DIVIDEND,5,1565322738596,TANGERINE BEACH HOTELS PLC,09-08-2019 09:22:18 AM,09-08-2019,false,true,CASH DIVIDEND,true,,02-09-2019,,,605,TANG,false,false,false,false,false,1,,22-08-2019
1820,11-09-2019,CASH DIVIDEND,5,1565348783527,LANKA ALUMINIUM INDUSTRIES PLC,09-08-2019 04:36:23 PM,09-08-2019,false,true,CASH DIVIDEND,true,,23-09-2019,,,674,LALU,false,false,false,false,false,1.5,,12-09-2019
1841,10-09-2019,CASH DIVIDEND,5,1565695943880,INDUSTRIAL ASPHALTS (CEYLON) PLC,13-08-2019 05:02:23 PM,13-08-2019,false,true,CASH DIVIDEND,true,,20-09-2019,,Dividend is subject to tax. ,495,ASPH,false,false,false,false,false,4.5,,11-09-2019
1866,,CASH DIVIDEND,5,1565947320550,CHEVRON LUBRICANTS LANKA PLC,16-08-2019 02:52:00 PM,16-08-2019,false,false,CASH DIVIDEND,true,,05-09-2019,,,668,LLUB,false,false,false,true,false,1.75,,27-08-2019
1871,30-09-2019,CASH DIVIDEND,5,1565951107407,GESTETNER OF CEYLON PLC,16-08-2019 03:55:07 PM,16-08-2019,false,true,CASH DIVIDEND,true,,09-10-2019,,,746,GEST,false,false,false,false,false,1.25,,01-10-2019
1890,19-09-2019,CASH DIVIDEND,5,1566211289824,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,19-08-2019 04:11:29 PM,19-08-2019,false,true,CASH DIVIDEND,true,,30-09-2019,,Dividend Dates,981,CDB,false,false,false,false,false,,,20-09-2019
1891,,CASH DIVIDEND,5,1566212223261,RAMBODA FALLS PLC,19-08-2019 04:27:03 PM,19-08-2019,false,false,CASH DIVIDEND,true,,06-09-2019,,,1185,RFL,false,false,false,true,false,0.5,,28-08-2019
1907,,CASH DIVIDEND,5,1566295672344,THE NUWARA ELIYA HOTELS COMPANY PLC,20-08-2019 03:37:52 PM,20-08-2019,false,false,CASH DIVIDEND,true,,09-09-2019,,,566,NEH,true,false,false,false,false,16,,29-08-2019
1916,19-09-2019,CASH DIVIDEND,5,1566386335090,ELPITIYA PLANTATIONS PLC,21-08-2019 04:48:55 PM,21-08-2019,false,true,CASH DIVIDEND,true,,30-09-2019,,,707,ELPL,false,false,false,false,false,1.25,,20-09-2019
1919,19-09-2019,CASH DIVIDEND,5,1566443920473,AITKEN SPENCE PLANTATION MANAGEMENTS PLC,22-08-2019 08:48:40 AM,22-08-2019,false,true,CASH DIVIDEND,true,,30-09-2019,,,1267,ASPM,false,false,false,false,false,2,,20-09-2019
1923,18-09-2019,CASH DIVIDEND,5,1566455928023,LEE HEDGES PLC,22-08-2019 12:08:48 PM,22-08-2019,true,false,CASH DIVIDEND,true,,27-09-2019,,,632,SHAW,false,false,false,false,false,1,,19-09-2019
1934,26-09-2019,CASH DIVIDEND,5,1566547001239,RAIGAM WAYAMBA SALTERNS PLC,23-08-2019 01:26:41 PM,23-08-2019,true,false,CASH DIVIDEND,true,,07-10-2019,,FINAL DIVIDEND PAYMENT FOR THE YEAR ENDED 31.03.2019,948,RWSL,false,false,false,false,false,0.05,,27-09-2019
1953,18-09-2019,CASH DIVIDEND,5,1566805443249,ABANS ELECTRICALS PLC,26-08-2019 01:14:03 PM,26-08-2019,true,false,CASH DIVIDEND,true,,27-09-2019,,,642,ABAN,false,false,false,false,false,3,,19-09-2019
1961,25-09-2019,CASH DIVIDEND,5,1566876023733,C M HOLDINGS PLC,27-08-2019 08:50:23 AM,26-08-2019,false,true,CASH DIVIDEND,true,,04-10-2019,,First & Final Dividend of Rs. 2.00 per share for the year ended 31st March 2019,693,COLO,false,false,false,false,false,2,,26-09-2019
1965,30-09-2019,CASH DIVIDEND,5,1566900881710,LAXAPANA BATTERIES PLC,27-08-2019 03:44:41 PM,27-08-2019,false,true,CASH DIVIDEND,true,,09-10-2019,,First and Final Dividend of Rs. 0.25 per share for the year ended 31st March 2019.,498,LITE,false,false,false,false,false,0.25,,01-10-2019
1989,30-09-2019,CASH DIVIDEND,5,1567076376513,E B CREASY & COMPANY PLC,29-08-2019 04:29:36 PM,29-08-2019,false,true,CASH DIVIDEND,true,,09-10-2019,,First and Final Dividend of Rs. 12.00 per share for the year ended 31st March 2019,745,EBCR,false,false,false,false,false,12,,01-10-2019
1990,30-09-2019,CASH DIVIDEND,5,1567077635741,SERENDIB LAND PLC,29-08-2019 04:50:35 PM,29-08-2019,false,true,CASH DIVIDEND,true,,09-10-2019,,,630,SLND,false,false,false,false,false,25,,01-10-2019
2017,,CASH DIVIDEND,5,1567401645677,MERCANTILE INVESTMENTS AND FINANCE PLC,02-09-2019 10:50:45 AM,02-09-2019,false,true,CASH DIVIDEND,true,,18-09-2019,,,1064,MERC,false,false,false,false,false,20,,11-09-2019
2054,30-09-2019,CASH DIVIDEND,5,1567492183146,LAKE HOUSE PRINTERS AND PUBLISHERS PLC,03-09-2019 11:59:43 AM,03-09-2019,true,false,CASH DIVIDEND,true,,09-10-2019,,,741,LPRT,false,false,false,false,false,2,,01-10-2019
2062,,CASH DIVIDEND,5,1567506028464,CARSON CUMBERBATCH PLC,03-09-2019 03:50:28 PM,03-09-2019,false,false,CASH DIVIDEND,true,,23-09-2019,,Dividend would not be subject to a withholding tax,502,CARS,true,false,false,false,false,0.75,,12-09-2019
2256,,CASH DIVIDEND,5,1568718809099,PANASIAN POWER PLC,17-09-2019 04:43:29 PM,17-09-2019,false,false,CASH DIVIDEND,true,,07-10-2019,,,1040,PAP,false,false,true,false,false,0.12,,26-09-2019
2272,30-09-2019,CASH DIVIDEND,5,1568804279887,HUNTERS & COMPANY PLC,18-09-2019 04:27:59 PM,18-09-2019,true,false,CASH DIVIDEND,true,,09-10-2019,,,747,HUNT,false,false,false,false,false,2.25,,01-10-2019
2331,,CASH DIVIDEND,5,1569208849917,AMANA BANK PLC,23-09-2019 08:50:49 AM,23-09-2019,false,false,CASH DIVIDEND,true,,11-10-2019,,,1303,ABL,true,false,false,false,false,0.08,,02-10-2019
2391,,CASH DIVIDEND,5,1569496258151,LOTUS HYDRO POWER PLC,26-09-2019 04:40:58 PM,26-09-2019,false,false,CASH DIVIDEND,true,,16-10-2019,,"Interim dividend of Rs. 0.80 per share for the financial year ended 31st March 2020. 
",1000,HPFL,true,false,false,false,false,0.8,,07-10-2019
2406,,CASH DIVIDEND,5,1569577350929,DIPPED PRODUCTS PLC,27-09-2019 03:12:30 PM,27-09-2019,false,false,CASH DIVIDEND,true,0,16-10-2019,,,670,DIPD,true,false,false,false,false,0.5,,08-10-2019
2413,,CASH DIVIDEND,5,1569579916482,HAYLEYS FABRIC PLC,27-09-2019 03:55:16 PM,27-09-2019,false,false,CASH DIVIDEND,true,,16-10-2019,,,403,MGT,true,false,false,false,false,0.4,,08-10-2019
2419,,CASH DIVIDEND,5,1569814002136,PEOPLE'S INSURANCE PLC,30-09-2019 08:56:42 AM,30-09-2019,false,false,CASH DIVIDEND,true,,18-10-2019,,Declaration of an Interim Dividend ,1465,PINS,true,false,false,false,false,0.75,,09-10-2019
2445,,CASH DIVIDEND,5,1569841970667,HAYCARB PLC,30-09-2019 04:42:50 PM,30-09-2019,false,false,CASH DIVIDEND,true,0,17-10-2019,,"Rs. 3/- (Rupees Three Only)                                                                                      
(Rs. 2.90 per share – not liable to 14% Dividend Tax and 
Cents 10 per share – liable to 14% Dividend Tax) 
",494,HAYC,true,false,false,false,false,3,,09-10-2019
2446,,CASH DIVIDEND,5,1569841767795,HAYLEYS FIBRE PLC,30-09-2019 04:39:27 PM,30-09-2019,false,false,CASH DIVIDEND,true,0,17-10-2019,,,768,HEXP,true,false,false,false,false,2,,09-10-2019
2539,,CASH DIVIDEND,5,1570100153217,BUKIT DARAH PLC,03-10-2019 04:25:53 PM,03-10-2019,false,false,CASH DIVIDEND,true,,22-10-2019,,,456,BUKI,true,false,false,false,false,0.5,,14-10-2019
2610,,CASH DIVIDEND,5,1570614647002,UNION CHEMICALS LANKA PLC,09-10-2019 03:20:47 PM,09-10-2019,false,false,CASH DIVIDEND,true,,29-10-2019,,,500,UCAR,true,false,false,false,false,9,,18-10-2019
2693,,CASH DIVIDEND,5,1571909058885,CHEVRON LUBRICANTS LANKA PLC,24-10-2019 02:54:18 PM,24-10-2019,false,false,CASH DIVIDEND,true,,15-11-2019,,,668,LLUB,false,false,false,false,true,2.25,,04-11-2019
2708,,CASH DIVIDEND,5,1572003779608,COMMERCIAL BANK OF CEYLON PLC,25-10-2019 05:12:59 PM,25-10-2019,false,false,CASH DIVIDEND,true,1.5,18-11-2019,,,369,COMB,true,false,false,false,false,1.5,,05-11-2019
2712,,CASH DIVIDEND,5,1572251274068,THE LANKA HOSPITALS CORPORATION PLC,28-10-2019 01:57:54 PM,28-10-2019,false,false,CASH DIVIDEND,true,0,19-11-2019,,Interim Dividend of Rs.0.75 per Share for the Financial year ended 2019.,516,LHCL,true,false,false,false,false,0.75,,06-11-2019
2756,,CASH DIVIDEND,5,1572603338639,JOHN KEELLS HOLDINGS PLC,01-11-2019 03:45:38 PM,01-11-2019,false,false,CASH DIVIDEND,true,,25-11-2019,,,508,JKH,true,false,false,false,false,1,,14-11-2019
2805,,CASH DIVIDEND,5,1572924163964,DILMAH CEYLON TEA COMPANY PLC,05-11-2019 08:52:43 AM,04-11-2019,false,false,CASH DIVIDEND,true,,25-11-2019,,,489,CTEA,true,false,false,false,false,20,,18-11-2019
2843,,CASH DIVIDEND,5,1573183347299,CEYLON TOBACCO COMPANY PLC,08-11-2019 08:52:27 AM,08-11-2019,false,false,CASH DIVIDEND,true,,28-11-2019,,less WHT,460,CTC,false,false,false,false,true,21,,21-11-2019
2877,,CASH DIVIDEND,5,1573640437072,ACCESS ENGINEERING PLC,13-11-2019 03:50:37 PM,13-11-2019,false,false,CASH DIVIDEND,true,,03-12-2019,,,1141,AEL,true,false,false,false,false,0.25,,22-11-2019
2881,,CASH DIVIDEND,5,1573701792756,DISTILLERIES COMPANY OF SRI LANKA PLC,14-11-2019 08:53:12 AM,14-11-2019,false,false,CASH DIVIDEND,true,,04-12-2019,,,463,DIST,false,false,false,true,false,0.65,,25-11-2019
2901,,CASH DIVIDEND,5,1574137095926,MELSTACORP PLC,19-11-2019 09:48:15 AM,19-11-2019,false,false,CASH DIVIDEND,true,,09-12-2019,,Melstacorp Plc - Interim Dividend,1507,MELS,true,false,false,false,false,2,,28-11-2019
2912,,CASH DIVIDEND,5,1574246398899,COMMERCIAL DEVELOPMENT COMPANY PLC,20-11-2019 04:09:58 PM,20-11-2019,false,false,CASH DIVIDEND,true,,10-12-2019,,,619,COMD,false,false,true,false,false,2,,29-11-2019
2915,,CASH DIVIDEND,5,1574335138404,CARGILLS (CEYLON) PLC,21-11-2019 04:48:58 PM,21-11-2019,false,false,CASH DIVIDEND,true,,12-12-2019,,,457,CARG,true,false,false,false,false,1.9,,02-12-2019
2917,,CASH DIVIDEND,5,1574336003716,C T LAND DEVELOPMENT PLC,21-11-2019 05:03:23 PM,21-11-2019,false,false,CASH DIVIDEND,true,,12-12-2019,,Declaration of Interim Dividend for FY 2019/20,614,CTLD,true,false,false,false,false,1,,02-12-2019
2918,,CASH DIVIDEND,5,1574336813294,ON'ALLY HOLDINGS PLC,21-11-2019 05:16:53 PM,21-11-2019,false,false,CASH DIVIDEND,true,,10-12-2019,,,627,ONAL,false,false,true,false,false,0.23,,02-12-2019
3072,,CASH DIVIDEND,5,1575545629420,CENTRAL FINANCE COMPANY PLC,05-12-2019 05:03:49 PM,05-12-2019,false,false,CASH DIVIDEND,true,,20-12-2019,,Declaration of Interim Dividend,366,CFIN,false,false,true,false,false,1.2,,17-12-2019
3085,,CASH DIVIDEND,5,1575634348609,HNB ASSURANCE PLC,06-12-2019 05:42:28 PM,06-12-2019,false,false,CASH DIVIDEND,true,,30-12-2019,,,375,HASU,true,false,false,false,false,2,,18-12-2019
3199,,CASH DIVIDEND,5,1576666787790,RICHARD PIERIS EXPORTS PLC,18-12-2019 04:29:47 PM,18-12-2019,false,false,CASH DIVIDEND,true,,06-01-2020,,,771,REXP,true,false,false,false,false,24.75,,30-12-2019
3202,,CASH DIVIDEND,5,1576668987959,HATTON NATIONAL BANK PLC,18-12-2019 05:06:27 PM,18-12-2019,false,false,CASH DIVIDEND,true,1,08-01-2020,,,373,HNB,false,false,true,false,false,1,,30-12-2019
3287,,CASH DIVIDEND,5,1577761791029,CEYLON TOBACCO COMPANY PLC,31-12-2019 08:39:51 AM,31-12-2019,false,false,CASH DIVIDEND,true,,23-01-2020,,,460,CTC,false,true,false,false,false,20,,13-01-2020
3295,,CASH DIVIDEND,5,1577784869224,PEOPLE'S LEASING & FINANCE PLC,31-12-2019 03:04:29 PM,31-12-2019,false,false,CASH DIVIDEND,true,,23-01-2020,,Declaration of an Interim Dividend ,1103,PLC,true,false,false,false,false,0.7,,13-01-2020
3296,,CASH DIVIDEND,5,1577788483450,DIPPED PRODUCTS PLC,31-12-2019 04:04:43 PM,31-12-2019,false,false,CASH DIVIDEND,true,,22-01-2020,,"
Rs. 0.51 per share is not liable to 14% Dividend Tax
 Rs.0.99 per share is liable to 14% Dividend Tax 
",670,DIPD,false,false,false,true,false,1.5,,13-01-2020
3297,,CASH DIVIDEND,5,1577788345513,HAYLEYS FABRIC PLC,31-12-2019 04:02:25 PM,31-12-2019,false,false,CASH DIVIDEND,true,,21-01-2020,,Liable to 14% Dividend Tax,403,MGT,false,false,true,false,false,0.2,,13-01-2020
3298,,CASH DIVIDEND,5,1577788555028,HAYLEYS FIBRE PLC,31-12-2019 04:05:55 PM,31-12-2019,false,false,CASH DIVIDEND,true,,22-01-2020,,Rs. 0.6875 per share not liable to 14% Withholding Tax and Rs. 1.3125 per share liable to 14% Withholding Tax,768,HEXP,false,false,false,true,false,2,,13-01-2020
3322,,CASH DIVIDEND,5,1577957623235,HAYCARB PLC,02-01-2020 03:03:43 PM,02-01-2020,false,false,CASH DIVIDEND,true,0,23-01-2020,,,494,HAYC,false,false,false,true,false,3,,14-01-2020
3500,,CASH DIVIDEND,5,1580096511165,B P P L HOLDINGS PLC,27-01-2020 09:11:51 AM,27-01-2020,false,false,CASH DIVIDEND,true,,17-02-2020,,,1524,BPPL,false,false,false,true,false,0.24,,06-02-2020
3526,,CASH DIVIDEND,5,1580291343258,JOHN KEELLS HOLDINGS PLC,29-01-2020 03:19:03 PM,29-01-2020,false,false,CASH DIVIDEND,true,,19-02-2020,,,508,JKH,false,false,false,true,false,1.5,,10-02-2020
3558,,CASH DIVIDEND,5,1580470089050,COMMERCIAL BANK OF CEYLON PLC,31-01-2020 04:58:09 PM,31-01-2020,false,false,CASH DIVIDEND,true,3,24-02-2020,,Second Interim Dividend for the Financial Year ended 31st December 2019,369,COMB,false,false,false,true,false,3,,12-02-2020
3600,,CASH DIVIDEND,5,1580986324370,TEEJAY LANKA PLC,06-02-2020 04:22:04 PM,06-02-2020,false,false,CASH DIVIDEND,true,,27-02-2020,,First Interim Dividend for the year ending 31.03.2020,1080,TJL,true,false,false,false,false,1.3,,17-02-2020
3622,,CASH DIVIDEND,5,1581305474979,CIC HOLDINGS PLC,10-02-2020 09:01:15 AM,07-02-2020,false,false,CASH DIVIDEND,true,1,28-02-2020,,,493,CIC,true,false,false,false,false,1,,19-02-2020
3671,27-03-2020,CASH DIVIDEND,5,1581592875141,HNB ASSURANCE PLC,13-02-2020 04:51:15 PM,13-02-2020,true,false,CASH DIVIDEND,true,,08-04-2020,,,375,HASU,false,false,false,false,false,6,,30-03-2020
3678,30-03-2020,CASH DIVIDEND,5,1581650886217,SAMPATH BANK PLC,14-02-2020 08:58:06 AM,14-02-2020,false,true,CASH DIVIDEND,true,,09-04-2020,,,431,SAMP,false,false,false,false,false,11.75,,31-03-2020
3696,,CASH DIVIDEND,5,1581931993182,CEYLON COLD STORES PLC,17-02-2020 03:03:13 PM,17-02-2020,false,false,CASH DIVIDEND,true,,10-03-2020,,,462,CCS,true,false,false,false,false,12,,27-02-2020
3713,,CASH DIVIDEND,5,1582026798241,NATIONAL DEVELOPMENT BANK PLC,18-02-2020 05:23:18 PM,18-02-2020,false,true,CASH DIVIDEND,true,,10-03-2020,,First and Final dividend payment for the year ended 31 December 2019 - Cash of Rs. 2.00 per share and Scrip of Rs. 5.00 per share,386,NDB,false,false,false,false,false,2,,28-02-2020
3715,30-03-2020,CASH DIVIDEND,5,1582084426181,DFCC BANK PLC,19-02-2020 09:23:46 AM,19-02-2020,false,true,CASH DIVIDEND,true,,09-04-2020,,Cash Dividend Announcement,371,DFCC,false,false,false,false,false,2.5,,31-03-2020
3716,28-04-2020,CASH DIVIDEND,5,1582082642306,OVERSEAS REALTY (CEYLON) PLC,19-02-2020 08:54:02 AM,19-02-2020,false,true,CASH DIVIDEND,true,,12-05-2020,,,628,OSEA,false,false,false,false,false,1.25,,29-04-2020
3742,30-03-2020,CASH DIVIDEND,5,1582514403038,HATTON NATIONAL BANK PLC,24-02-2020 08:50:03 AM,20-02-2020,true,false,CASH DIVIDEND,true,3.5,09-04-2020,,Refer attachments,373,HNB,false,false,false,false,false,3.5,,31-03-2020
3752,30-03-2020,CASH DIVIDEND,5,1582535203459,SEYLAN DEVELOPMENTS PLC,24-02-2020 02:36:43 PM,24-02-2020,false,true,CASH DIVIDEND,true,,09-04-2020,,,617,CSD,false,false,false,false,false,1.1,,31-03-2020
3755,25-03-2020,CASH DIVIDEND,5,1582533828901,COMMERCIAL DEVELOPMENT COMPANY PLC,24-02-2020 02:13:48 PM,24-02-2020,true,false,CASH DIVIDEND,true,,03-04-2020,,"Final Dividend for the year ended December 31, 2019",619,COMD,false,false,false,false,false,4,,26-03-2020
