trade_date,isHoliday,close_daily,share_volume_daily,close_weekly,share_volume_weekly,gdp_billions_of_usd,gdp_per_capita_usd,usd_lkr_exchange_rate,bank_interest_rates,tresury_bill_3_months,tresury_bill_6_months,tresury_bill_12_months
2020-04-05,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,7.1,7.4
2020-04-06,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,7.1,7.4
2020-04-07,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,7.1,7.4
2020-04-08,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,7.1,7.4
2020-04-09,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,6.8,7.0
2020-04-10,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,6.8,7.0
2020-04-11,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.5,6.0,6.8,6.8,7.0
2020-04-12,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.8,6.8,7.0
2020-04-13,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.8,6.8,7.0
2020-04-14,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.8,6.8,7.0
2020-04-15,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.8,6.8,7.0
2020-04-16,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.8,6.8,7.0
2020-04-17,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.75,6.79,7.0
2020-04-18,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,191.5,6.0,6.75,6.79,7.0
2020-04-19,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.79,7.0
2020-04-20,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.79,7.0
2020-04-21,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.79,7.0
2020-04-22,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.79,7.0
2020-04-23,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.79,7.0
2020-04-24,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.8,7.0
2020-04-25,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,192.0,6.0,6.75,6.8,7.0
2020-04-26,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,6.0,6.75,6.8,7.0
2020-04-27,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,6.0,6.75,6.8,7.0
2020-04-28,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,6.0,6.75,6.8,7.0
2020-04-29,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,6.0,6.75,6.8,7.0
2020-04-30,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,6.0,6.75,6.8,7.0
2020-05-01,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,5.5,6.75,6.8,7.0
2020-05-02,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,190.0,5.5,6.75,6.8,7.0
2020-05-03,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.75,6.8,7.0
2020-05-04,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.75,6.8,7.0
2020-05-05,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.75,6.8,7.0
2020-05-06,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.84,6.9,7.0
2020-05-07,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.84,6.9,7.0
2020-05-08,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.84,6.9,7.0
2020-05-09,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,186.0,5.5,6.84,6.9,7.0
2020-05-10,holiday,60.1,1408702.0,60.1,1408702.0,3.5284,1.39,187.8,5.5,6.84,6.9,7.0
2020-05-11,working_day,55.0,20637.0,60.1,1408702.0,3.5284,1.39,187.8,5.5,6.84,6.9,7.0
2020-05-12,working_day,55.1,1072438.0,60.1,1408702.0,3.5284,1.39,187.8,5.5,6.84,6.9,7.0
2020-05-13,working_day,55.4,2854836.0,60.1,1408702.0,3.5284,1.39,187.8,5.5,6.84,6.9,7.0
2020-05-14,working_day,50.1,58452021.0,60.1,1408702.0,3.5284,1.39,187.8,5.5,6.84,6.9,7.0
2020-05-15,working_day,54.8,3474767.0,54.8,65874699.0,3.5284,1.39,187.8,5.5,6.74,6.83,6.94
2020-05-16,holiday,54.8,3474767.0,54.8,65874699.0,3.5284,1.39,187.8,5.5,6.74,6.83,6.94
2020-05-17,holiday,54.8,3474767.0,54.8,65874699.0,3.5284,1.39,185.5,5.5,6.74,6.83,6.94
2020-05-18,working_day,56.1,4866484.0,54.8,65874699.0,3.5284,1.39,185.5,5.5,6.74,6.83,6.94
2020-05-19,working_day,57.6,7528771.0,54.8,65874699.0,3.5284,1.39,185.5,5.5,6.74,6.83,6.94
2020-05-20,working_day,62.1,3935315.0,54.8,65874699.0,3.5284,1.39,185.5,5.5,6.74,6.83,6.94
2020-05-21,working_day,70.2,5860715.0,54.8,65874699.0,3.5284,1.39,185.5,5.5,6.74,6.83,6.94
2020-05-22,working_day,68.1,4435326.0,68.1,26626611.0,3.5284,1.39,185.5,5.5,6.71,6.83,6.93
2020-05-23,holiday,68.1,4435326.0,68.1,26626611.0,3.5284,1.39,185.5,5.5,6.71,6.83,6.93
2020-05-24,holiday,68.1,4435326.0,68.1,26626611.0,3.5284,1.39,186.2,5.5,6.71,6.83,6.93
2020-05-25,holiday,68.1,4435326.0,68.1,26626611.0,3.5284,1.39,186.2,5.5,6.71,6.83,6.93
2020-05-26,working_day,63.9,2690451.0,68.1,26626611.0,3.5284,1.39,186.2,5.5,6.71,6.83,6.93
2020-05-27,working_day,64.0,1092917.0,68.1,26626611.0,3.5284,1.39,186.2,5.5,6.71,6.83,6.93
2020-05-28,working_day,64.8,1542178.0,68.1,26626611.0,3.5284,1.39,186.2,5.5,6.71,6.83,6.93
2020-05-29,working_day,63.0,1459928.0,63.0,6785474.0,3.5284,1.39,186.2,5.5,6.69,6.82,6.93
2020-05-30,holiday,63.0,1459928.0,63.0,6785474.0,3.5284,1.39,186.2,5.5,6.69,6.82,6.93
2020-05-31,holiday,63.0,1459928.0,63.0,6785474.0,3.5284,1.39,185.4,5.5,6.69,6.82,6.93
2020-06-01,working_day,61.6,943894.0,63.0,6785474.0,3.5284,1.39,185.4,5.5,6.69,6.82,6.93
2020-06-02,working_day,62.3,446039.0,63.0,6785474.0,3.5284,1.39,185.4,5.5,6.69,6.82,6.93
2020-06-03,working_day,63.0,960307.0,63.0,6785474.0,3.5284,1.39,185.4,5.5,6.69,6.82,6.93
2020-06-04,working_day,62.7,101650.0,62.7,2451890.0,3.5284,1.39,185.4,5.5,6.68,6.8,6.93
2020-06-05,holiday,62.7,101650.0,62.7,2451890.0,3.5284,1.39,185.4,5.5,6.68,6.8,6.93
2020-06-06,holiday,62.7,101650.0,62.7,2451890.0,3.5284,1.39,185.4,5.5,6.68,6.8,6.93
2020-06-07,holiday,62.7,101650.0,62.7,2451890.0,3.5284,1.39,185.2,5.5,6.68,6.8,6.93
2020-06-08,working_day,63.5,2599109.0,62.7,2451890.0,3.5284,1.39,185.2,5.5,6.68,6.8,6.93
2020-06-09,working_day,65.2,4569711.0,62.7,2451890.0,3.5284,1.39,185.2,5.5,6.68,6.8,6.93
2020-06-10,working_day,65.5,2839767.0,62.7,2451890.0,3.5284,1.39,185.2,5.5,6.68,6.8,6.93
2020-06-11,working_day,67.4,2856048.0,62.7,2451890.0,3.5284,1.39,185.2,5.5,6.68,6.8,6.93
2020-06-12,working_day,68.8,2595790.0,68.8,15460425.0,3.5284,1.39,185.2,5.5,6.67,6.78,6.92
2020-06-13,holiday,68.8,2595790.0,68.8,15460425.0,3.5284,1.39,185.2,5.5,6.67,6.78,6.92
2020-06-14,holiday,68.8,2595790.0,68.8,15460425.0,3.5284,1.39,186.55,5.5,6.67,6.78,6.92
2020-06-15,working_day,68.0,477396.0,68.8,15460425.0,3.5284,1.39,186.55,5.5,6.67,6.78,6.92
2020-06-16,working_day,68.8,5216495.0,68.8,15460425.0,3.5284,1.39,186.55,5.5,6.67,6.78,6.92
2020-06-17,working_day,69.9,4441835.0,68.8,15460425.0,3.5284,1.39,186.55,5.5,6.67,6.78,6.92
2020-06-18,working_day,69.8,6277353.0,68.8,15460425.0,3.5284,1.39,186.55,5.5,6.67,6.78,6.92
2020-06-19,working_day,71.0,4153502.0,71.0,20566581.0,3.5284,1.39,186.55,5.5,6.3,6.3,6.62
2020-06-20,holiday,71.0,4153502.0,71.0,20566581.0,3.5284,1.39,186.55,5.5,6.3,6.3,6.62
2020-06-21,holiday,71.0,4153502.0,71.0,20566581.0,3.5284,1.39,186.1,5.5,6.3,6.3,6.62
2020-06-22,working_day,74.1,2390941.0,71.0,20566581.0,3.5284,1.39,186.1,5.5,6.3,6.3,6.62
2020-06-23,working_day,75.9,2536361.0,71.0,20566581.0,3.5284,1.39,186.1,5.5,6.3,6.3,6.62
2020-06-24,working_day,76.0,2436475.0,71.0,20566581.0,3.5284,1.39,186.1,5.5,6.3,6.3,6.62
2020-06-25,working_day,76.9,2221766.0,71.0,20566581.0,3.5284,1.39,186.1,5.5,6.3,6.3,6.62
2020-06-26,working_day,76.7,2876841.0,76.7,12462384.0,3.5284,1.39,186.1,5.5,5.5,5.53,5.66
2020-06-27,holiday,76.7,2876841.0,76.7,12462384.0,3.5284,1.39,186.1,5.5,5.5,5.53,5.66
2020-06-28,holiday,76.7,2876841.0,76.7,12462384.0,3.5284,1.39,185.8,5.5,5.5,5.53,5.66
2020-06-29,working_day,77.0,1410087.0,76.7,12462384.0,3.5284,1.39,185.8,5.5,5.5,5.53,5.66
2020-06-30,working_day,78.8,6612669.0,76.7,12462384.0,3.5284,1.39,185.8,5.5,5.5,5.53,5.66
2020-07-01,working_day,78.0,827545.0,76.7,12462384.0,3.5284,1.39,185.8,4.5,5.5,5.53,5.66
2020-07-02,working_day,77.1,2189399.0,76.7,12462384.0,3.5284,1.39,185.8,4.5,5.5,5.53,5.66
2020-07-03,working_day,76.5,7222393.0,76.5,18262093.0,3.5284,1.39,185.8,4.5,5.08,5.22,5.45
2020-07-04,holiday,76.5,7222393.0,76.5,18262093.0,3.5284,1.39,185.8,4.5,5.08,5.22,5.45
2020-07-05,holiday,76.5,7222393.0,76.5,18262093.0,3.5284,1.39,185.75,4.5,5.08,5.22,5.45
2020-07-06,working_day,75.8,1047980.0,76.5,18262093.0,3.5284,1.39,185.75,4.5,5.08,5.22,5.45
2020-07-07,working_day,76.5,6146069.0,76.5,18262093.0,3.5284,1.39,185.75,4.5,5.08,5.22,5.45
2020-07-08,working_day,76.6,1498999.0,76.5,18262093.0,3.5284,1.39,185.75,4.5,5.08,5.22,5.45
2020-07-09,working_day,76.6,952555.0,76.5,18262093.0,3.5284,1.39,185.75,4.5,5.08,5.22,5.45
2020-07-10,working_day,73.9,2923700.0,73.9,12569303.0,3.5284,1.39,185.75,4.5,5.08,5.18,5.32
2020-07-11,holiday,73.9,2923700.0,73.9,12569303.0,3.5284,1.39,185.75,4.5,5.08,5.18,5.32
2020-07-12,holiday,73.9,2923700.0,73.9,12569303.0,3.5284,1.39,185.7,4.5,5.08,5.18,5.32
2020-07-13,working_day,70.8,1685234.0,73.9,12569303.0,3.5284,1.39,185.7,4.5,5.08,5.18,5.32
2020-07-14,working_day,73.1,4442848.0,73.9,12569303.0,3.5284,1.39,185.7,4.5,5.08,5.18,5.32
2020-07-15,working_day,72.6,557401.0,73.9,12569303.0,3.5284,1.39,185.7,4.5,5.08,5.18,5.32
2020-07-16,working_day,74.0,1279568.0,73.9,12569303.0,3.5284,1.39,185.7,4.5,5.08,5.18,5.32
2020-07-17,working_day,74.0,3210980.0,74.0,11176031.0,3.5284,1.39,185.7,4.5,4.65,4.75,4.91
2020-07-18,holiday,74.0,3210980.0,74.0,11176031.0,3.5284,1.39,185.7,4.5,4.65,4.75,4.91
2020-07-19,holiday,74.0,3210980.0,74.0,11176031.0,3.5284,1.39,185.75,4.5,4.65,4.75,4.91
2020-07-20,working_day,74.9,1194401.0,74.0,11176031.0,3.5284,1.39,185.75,4.5,4.65,4.75,4.91
2020-07-21,working_day,74.7,709159.0,74.0,11176031.0,3.5284,1.39,185.75,4.5,4.65,4.75,4.91
2020-07-22,working_day,74.5,154750.0,74.0,11176031.0,3.5284,1.39,185.75,4.5,4.65,4.75,4.91
2020-07-23,working_day,74.4,287616.0,74.0,11176031.0,3.5284,1.39,185.75,4.5,4.65,4.75,4.91
2020-07-24,working_day,74.5,277927.0,74.5,2623853.0,3.5284,1.39,185.75,4.5,4.6,4.69,4.86
2020-07-25,holiday,74.5,277927.0,74.5,2623853.0,3.5284,1.39,185.75,4.5,4.6,4.69,4.86
2020-07-26,holiday,74.5,277927.0,74.5,2623853.0,3.5284,1.39,185.55,4.5,4.6,4.69,4.86
2020-07-27,working_day,74.8,1449197.0,74.5,2623853.0,3.5284,1.39,185.55,4.5,4.6,4.69,4.86
2020-07-28,working_day,74.0,1135902.0,74.5,2623853.0,3.5284,1.39,185.55,4.5,4.6,4.69,4.86
2020-07-29,working_day,73.5,879905.0,74.5,2623853.0,3.5284,1.39,185.55,4.5,4.6,4.69,4.86
2020-07-30,working_day,72.4,4396073.0,74.5,2623853.0,3.5284,1.39,185.55,4.5,4.6,4.69,4.86
2020-07-31,working_day,75.0,1425982.0,75.0,9287059.0,3.5284,1.39,185.55,4.5,4.59,4.68,4.86
2020-08-01,holiday,75.0,1425982.0,75.0,9287059.0,3.5284,1.39,185.55,4.5,4.59,4.68,4.86
2020-08-02,holiday,75.0,1425982.0,75.0,9287059.0,3.5284,1.39,185.2,4.5,4.59,4.68,4.86
2020-08-03,holiday,75.0,1425982.0,75.0,9287059.0,3.5284,1.39,185.2,4.5,4.59,4.68,4.86
2020-08-04,working_day,76.8,481759.0,75.0,9287059.0,3.5284,1.39,185.2,4.5,4.59,4.68,4.86
2020-08-05,working_day,77.0,683258.0,75.0,9287059.0,3.5284,1.39,185.2,4.5,4.59,4.68,4.86
2020-08-06,working_day,77.0,1361596.0,75.0,9287059.0,3.5284,1.39,185.2,4.5,4.59,4.68,4.86
2020-08-07,working_day,76.9,2781751.0,76.9,5308364.0,3.5284,1.39,185.2,4.5,4.67,4.76,4.94
2020-08-08,holiday,76.9,2781751.0,76.9,5308364.0,3.5284,1.39,185.2,4.5,4.67,4.76,4.94
2020-08-09,holiday,76.9,2781751.0,76.9,5308364.0,3.5284,1.39,183.5,4.5,4.67,4.76,4.94
2020-08-10,working_day,76.2,2207278.0,76.9,5308364.0,3.5284,1.39,183.5,4.5,4.67,4.76,4.94
2020-08-11,working_day,76.6,13026789.0,76.9,5308364.0,3.5284,1.39,183.5,4.5,4.67,4.76,4.94
2020-08-12,working_day,81.0,8328669.0,76.9,5308364.0,3.5284,1.39,183.5,4.5,4.67,4.76,4.94
2020-08-13,working_day,83.4,3643132.0,76.9,5308364.0,3.5284,1.39,183.5,4.5,4.67,4.76,4.94
2020-08-14,working_day,82.5,1729790.0,82.5,28935658.0,3.5284,1.39,183.5,4.5,4.65,4.76,4.93
2020-08-15,holiday,82.5,1729790.0,82.5,28935658.0,3.5284,1.39,183.5,4.5,4.65,4.76,4.93
2020-08-16,holiday,82.5,1729790.0,82.5,28935658.0,3.5284,1.39,184.5,4.5,4.65,4.76,4.93
2020-08-17,working_day,82.0,7516677.0,82.5,28935658.0,3.5284,1.39,184.5,4.5,4.65,4.76,4.93
2020-08-18,working_day,82.5,4685758.0,82.5,28935658.0,3.5284,1.39,184.5,4.5,4.65,4.76,4.93
2020-08-19,working_day,83.1,4685384.0,82.5,28935658.0,3.5284,1.39,184.5,4.5,4.65,4.76,4.93
2020-08-20,working_day,83.0,1937990.0,82.5,28935658.0,3.5284,1.39,184.5,4.5,4.65,4.76,4.93
2020-08-21,working_day,83.1,450985.0,83.1,19276794.0,3.5284,1.39,184.5,4.5,4.59,4.71,4.9
2020-08-22,holiday,83.1,450985.0,83.1,19276794.0,3.5284,1.39,184.5,4.5,4.59,4.71,4.9
2020-08-23,holiday,83.1,450985.0,83.1,19276794.0,3.5284,1.39,186.3,4.5,4.59,4.71,4.9
2020-08-24,working_day,83.6,698153.0,83.1,19276794.0,3.5284,1.39,186.3,4.5,4.59,4.71,4.9
2020-08-25,working_day,82.2,6001195.0,83.1,19276794.0,3.5284,1.39,186.3,4.5,4.59,4.71,4.9
2020-08-26,working_day,81.6,323296.0,83.1,19276794.0,3.5284,1.39,186.3,4.5,4.59,4.71,4.9
2020-08-27,working_day,80.1,13563525.0,83.1,19276794.0,3.5284,1.39,186.3,4.5,4.59,4.71,4.9
2020-08-28,working_day,81.5,637093.0,81.5,21223262.0,3.5284,1.39,186.3,4.5,4.56,4.68,4.89
2020-08-29,holiday,81.5,637093.0,81.5,21223262.0,3.5284,1.39,186.3,4.5,4.56,4.68,4.89
2020-08-30,holiday,81.5,637093.0,81.5,21223262.0,3.5284,1.39,185.05,4.5,4.56,4.68,4.89
2020-08-31,working_day,80.9,686511.0,81.5,21223262.0,3.5284,1.39,185.05,4.5,4.56,4.68,4.89
2020-09-01,holiday,80.9,686511.0,81.5,21223262.0,3.5284,1.39,185.05,4.5,4.56,4.68,4.89
2020-09-02,working_day,80.0,912922.0,81.5,21223262.0,3.5284,1.39,185.05,4.5,4.56,4.68,4.89
2020-09-03,working_day,79.6,302656.0,81.5,21223262.0,3.5284,1.39,185.05,4.5,4.56,4.68,4.89
2020-09-04,working_day,78.6,1140805.0,78.6,3042894.0,3.5284,1.39,185.05,4.5,4.52,4.67,4.89
2020-09-05,holiday,78.6,1140805.0,78.6,3042894.0,3.5284,1.39,185.05,4.5,4.52,4.67,4.89
2020-09-06,holiday,78.6,1140805.0,78.6,3042894.0,3.5284,1.39,184.45,4.5,4.52,4.67,4.89
2020-09-07,working_day,78.0,393535.0,78.6,3042894.0,3.5284,1.39,184.45,4.5,4.52,4.67,4.89
2020-09-08,working_day,77.6,276468.0,78.6,3042894.0,3.5284,1.39,184.45,4.5,4.52,4.67,4.89
2020-09-09,working_day,79.0,535107.0,78.6,3042894.0,3.5284,1.39,184.45,4.5,4.52,4.67,4.89
2020-09-10,working_day,79.0,1424191.0,78.6,3042894.0,3.5284,1.39,184.45,4.5,4.52,4.67,4.89
2020-09-11,working_day,79.5,233149.0,79.5,2862450.0,3.5284,1.39,184.45,4.5,4.52,4.65,4.88
2020-09-12,holiday,79.5,233149.0,79.5,2862450.0,3.5284,1.39,184.45,4.5,4.52,4.65,4.88
2020-09-13,holiday,79.5,233149.0,79.5,2862450.0,3.5284,1.39,185.45,4.5,4.52,4.65,4.88
2020-09-14,working_day,79.3,815905.0,79.5,2862450.0,3.5284,1.39,185.45,4.5,4.52,4.65,4.88
2020-09-15,working_day,78.6,1496356.0,79.5,2862450.0,3.5284,1.39,185.45,4.5,4.52,4.65,4.88
2020-09-16,working_day,79.0,718182.0,79.5,2862450.0,3.5284,1.39,185.45,4.5,4.52,4.65,4.88
2020-09-17,working_day,82.4,2161527.0,79.5,2862450.0,3.5284,1.39,185.45,4.5,4.52,4.65,4.88
2020-09-18,working_day,82.8,4119392.0,82.8,9311362.0,3.5284,1.39,185.45,4.5,4.51,4.64,4.88
2020-09-19,holiday,82.8,4119392.0,82.8,9311362.0,3.5284,1.39,185.45,4.5,4.51,4.64,4.88
2020-09-20,holiday,82.8,4119392.0,82.8,9311362.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-21,working_day,82.1,953540.0,82.8,9311362.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-22,working_day,80.9,757384.0,82.8,9311362.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-23,working_day,80.9,355091.0,82.8,9311362.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-24,working_day,80.7,4571205.0,82.8,9311362.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-25,working_day,81.0,383388.0,81.0,7020608.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-26,holiday,81.0,383388.0,81.0,7020608.0,3.5284,1.39,185.2,4.5,4.51,4.64,4.88
2020-09-27,holiday,81.0,383388.0,81.0,7020608.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.88
2020-09-28,working_day,80.9,583243.0,81.0,7020608.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.88
2020-09-29,working_day,80.0,1908560.0,81.0,7020608.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.88
2020-09-30,working_day,79.9,932716.0,81.0,7020608.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.88
2020-10-01,holiday,79.9,932716.0,81.0,7020608.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.88
2020-10-02,working_day,79.2,788423.0,79.2,4212942.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.89
2020-10-03,holiday,79.2,788423.0,79.2,4212942.0,3.5284,1.39,184.4,4.5,4.51,4.64,4.89
2020-10-04,holiday,79.2,788423.0,79.2,4212942.0,3.5284,1.39,184.2,4.5,4.51,4.64,4.89
2020-10-05,working_day,74.7,1882557.0,79.2,4212942.0,3.5284,1.39,184.2,4.5,4.51,4.64,4.89
2020-10-06,working_day,74.4,1450229.0,79.2,4212942.0,3.5284,1.39,184.2,4.5,4.51,4.64,4.89
2020-10-07,working_day,74.4,1509384.0,79.2,4212942.0,3.5284,1.39,184.2,4.5,4.51,4.64,4.89
2020-10-08,working_day,75.7,258994.0,79.2,4212942.0,3.5284,1.39,184.2,4.5,4.51,4.64,4.89
2020-10-09,working_day,77.0,594281.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-10,holiday,77.0,594281.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-11,holiday,77.0,594281.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-12,working_day,75.3,412990.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-13,working_day,74.5,1010875.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-14,working_day,77.6,583463.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-15,working_day,77.5,114488.0,77.0,5695445.0,3.5284,1.39,184.2,4.5,4.57,4.7,4.99
2020-10-16,working_day,77.3,432941.0,77.3,2554757.0,3.5284,1.39,184.2,4.5,4.59,4.71,4.99
2020-10-17,holiday,77.3,432941.0,77.3,2554757.0,3.5284,1.39,184.2,4.5,4.59,4.71,4.99
2020-10-18,holiday,77.3,432941.0,77.3,2554757.0,3.5284,1.39,184.3,4.5,4.59,4.71,4.99
2020-10-19,working_day,77.4,350573.0,77.3,2554757.0,3.5284,1.39,184.3,4.5,4.59,4.71,4.99
2020-10-20,working_day,76.7,423431.0,77.3,2554757.0,3.5284,1.39,184.3,4.5,4.59,4.71,4.99
2020-10-21,working_day,73.8,656205.0,77.3,2554757.0,3.5284,1.39,184.3,4.5,4.59,4.71,4.99
2020-10-22,working_day,74.5,396967.0,77.3,2554757.0,3.5284,1.39,184.3,4.5,4.59,4.71,4.99
2020-10-23,working_day,74.5,766282.0,74.5,2593458.0,3.5284,1.39,184.3,4.5,4.59,3.87,4.13
2020-10-24,holiday,74.5,766282.0,74.5,2593458.0,3.5284,1.39,184.3,4.5,4.59,3.87,4.13
2020-10-25,holiday,74.5,766282.0,74.5,2593458.0,3.5284,1.39,184.25,4.5,4.59,3.87,4.13
2020-10-26,working_day,73.9,346672.0,74.5,2593458.0,3.5284,1.39,184.25,4.5,4.59,3.87,4.13
2020-10-27,working_day,73.8,639701.0,74.5,2593458.0,3.5284,1.39,184.25,4.5,4.59,3.87,4.13
2020-10-28,working_day,73.0,756846.0,74.5,2593458.0,3.5284,1.39,184.25,4.5,4.59,3.87,4.13
2020-10-29,working_day,74.3,63944.0,74.3,1807163.0,3.5284,1.39,184.25,4.5,4.57,4.69,4.96
2020-10-30,holiday,74.3,63944.0,74.3,1807163.0,3.5284,1.39,184.25,4.5,4.57,4.69,4.96
2020-10-31,holiday,74.3,63944.0,74.3,1807163.0,3.5284,1.39,184.25,4.5,4.57,4.69,4.96
2020-11-01,holiday,74.3,63944.0,74.3,1807163.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-02,working_day,73.0,418752.0,74.3,1807163.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-03,working_day,73.5,439493.0,74.3,1807163.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-04,working_day,74.5,106147.0,74.3,1807163.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-05,working_day,74.5,1499801.0,74.3,1807163.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-06,working_day,75.1,1937158.0,75.1,4401351.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-07,holiday,75.1,1937158.0,75.1,4401351.0,3.5284,1.39,184.45,4.5,4.57,4.69,4.96
2020-11-08,holiday,75.1,1937158.0,75.1,4401351.0,3.5284,1.39,184.6,4.5,4.57,4.69,4.96
2020-11-09,working_day,75.1,589133.0,75.1,4401351.0,3.5284,1.39,184.6,4.5,4.57,4.69,4.96
2020-11-10,working_day,78.1,689200.0,75.1,4401351.0,3.5284,1.39,184.6,4.5,4.57,4.69,4.96
2020-11-11,working_day,79.0,700645.0,75.1,4401351.0,3.5284,1.39,184.6,4.5,4.57,4.69,4.96
2020-11-12,working_day,77.0,502000.0,75.1,4401351.0,3.5284,1.39,184.6,4.5,4.57,4.69,4.96
2020-11-13,working_day,77.0,327193.0,77.0,2808171.0,3.5284,1.39,184.6,4.5,4.6,4.7,4.97
2020-11-14,holiday,77.0,327193.0,77.0,2808171.0,3.5284,1.39,184.6,4.5,4.6,4.7,4.97
2020-11-15,holiday,77.0,327193.0,77.0,2808171.0,3.5284,1.39,185.0,4.5,4.6,4.7,4.97
2020-11-16,working_day,76.1,231242.0,77.0,2808171.0,3.5284,1.39,185.0,4.5,4.6,4.7,4.97
2020-11-17,working_day,75.5,783978.0,77.0,2808171.0,3.5284,1.39,185.0,4.5,4.6,4.7,4.97
2020-11-18,working_day,76.1,42307.0,77.0,2808171.0,3.5284,1.39,185.0,4.5,4.6,4.7,4.97
2020-11-19,working_day,76.0,50291.0,77.0,2808171.0,3.5284,1.39,185.0,4.5,4.6,4.7,4.97
2020-11-20,working_day,76.1,404158.0,76.1,1511976.0,3.5284,1.39,185.0,4.5,4.61,4.73,4.98
2020-11-21,holiday,76.1,404158.0,76.1,1511976.0,3.5284,1.39,185.0,4.5,4.61,4.73,4.98
2020-11-22,holiday,76.1,404158.0,76.1,1511976.0,3.5284,1.39,185.15,4.5,4.61,4.73,4.98
