trade_date,isHoliday,close_daily,share_volume_daily,close_weekly,share_volume_weekly,gdp_billions_of_usd,gdp_per_capita_usd,usd_lkr_exchange_rate,bank_interest_rates,tresury_bill_3_months,tresury_bill_6_months,tresury_bill_12_months
2015-01-01,working_day,,,,,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-02,working_day,174.9,49049.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-03,holiday,174.9,49049.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-04,holiday,174.9,49049.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-05,holiday,174.9,49049.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-06,working_day,180.0,255134.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-07,working_day,180.0,370302.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-08,working_day,181.6,27002.0,174.9,49049.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-09,working_day,187.9,958161.0,187.9,1610599.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-10,holiday,187.9,958161.0,187.9,1610599.0,3.179,-3.73,131.5,6.0,9.55,9.95,10.99
2015-01-11,holiday,187.9,958161.0,187.9,1610599.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-12,working_day,190.1,3078643.0,187.9,1610599.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-13,working_day,189.5,168594.0,187.9,1610599.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-14,holiday,189.5,168594.0,187.9,1610599.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-15,holiday,189.5,168594.0,187.9,1610599.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-16,working_day,188.3,24690.0,188.3,3271927.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-17,holiday,188.3,24690.0,188.3,3271927.0,3.179,-3.73,131.375,6.0,9.55,9.95,10.99
2015-01-18,holiday,188.3,24690.0,188.3,3271927.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-19,working_day,179.8,451999.0,188.3,3271927.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-20,working_day,180.2,546885.0,188.3,3271927.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-21,working_day,180.0,105928.0,188.3,3271927.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-22,working_day,178.0,742522.0,188.3,3271927.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-23,working_day,180.0,57584.0,180.0,1904918.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-24,holiday,180.0,57584.0,180.0,1904918.0,3.179,-3.73,131.875,6.0,9.55,9.95,10.99
2015-01-25,holiday,180.0,57584.0,180.0,1904918.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-01-26,working_day,180.0,53002.0,180.0,1904918.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-01-27,working_day,181.0,664413.0,180.0,1904918.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-01-28,working_day,180.1,238538.0,180.0,1904918.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-01-29,working_day,179.9,2489287.0,180.0,1904918.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-01-30,working_day,168.1,1066970.0,168.1,4512210.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-01-31,holiday,168.1,1066970.0,168.1,4512210.0,3.179,-3.73,132.225,6.0,9.55,9.95,10.99
2015-02-01,holiday,168.1,1066970.0,168.1,4512210.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-02,working_day,160.8,228428.0,168.1,4512210.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-03,holiday,160.8,228428.0,168.1,4512210.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-04,holiday,160.8,228428.0,168.1,4512210.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-05,working_day,162.1,1719917.0,168.1,4512210.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-06,working_day,168.1,2178486.0,168.1,4126831.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-07,holiday,168.1,2178486.0,168.1,4126831.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-08,holiday,168.1,2178486.0,168.1,4126831.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-09,working_day,168.0,83916.0,168.1,4126831.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-10,working_day,174.0,1043805.0,168.1,4126831.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-11,working_day,178.0,120261.0,168.1,4126831.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-12,working_day,178.0,52857.0,168.1,4126831.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-13,working_day,178.0,202836.0,178.0,1503675.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-14,holiday,178.0,202836.0,178.0,1503675.0,3.179,-3.73,132.9,6.0,9.55,9.95,10.99
2015-02-15,holiday,178.0,202836.0,178.0,1503675.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-16,working_day,177.3,35056.0,178.0,1503675.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-17,holiday,177.3,35056.0,178.0,1503675.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-18,working_day,178.6,677285.0,178.0,1503675.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-19,working_day,180.0,3463628.0,178.0,1503675.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-20,working_day,179.8,19128.0,179.8,4195097.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-21,holiday,179.8,19128.0,179.8,4195097.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-02-22,holiday,179.8,19128.0,179.8,4195097.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-02-23,working_day,179.0,611781.0,179.8,4195097.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-02-24,working_day,179.7,54106.0,179.8,4195097.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-02-25,working_day,179.4,155040.0,179.8,4195097.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-02-26,working_day,179.0,93610.0,179.8,4195097.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-02-27,working_day,178.5,1104856.0,178.5,2019393.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-02-28,holiday,178.5,1104856.0,178.5,2019393.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-03-01,holiday,178.5,1104856.0,178.5,2019393.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-02,working_day,179.0,135292.0,178.5,2019393.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-03,working_day,180.0,720371.0,178.5,2019393.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-04,working_day,179.7,564.0,178.5,2019393.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-05,holiday,179.7,564.0,178.5,2019393.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-06,working_day,179.5,184422.0,179.5,1040649.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-07,holiday,179.5,184422.0,179.5,1040649.0,3.179,-3.73,133.0,6.0,9.55,9.95,10.99
2015-03-08,holiday,179.5,184422.0,179.5,1040649.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-09,working_day,180.1,36133.0,179.5,1040649.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-10,working_day,183.1,164186.0,179.5,1040649.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-11,working_day,183.0,316532.0,179.5,1040649.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-12,working_day,182.5,1560.0,179.5,1040649.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-13,working_day,180.7,57855.0,180.7,576266.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-14,holiday,180.7,57855.0,180.7,576266.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-03-15,holiday,180.7,57855.0,180.7,576266.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-16,working_day,179.7,104847.0,180.7,576266.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-17,working_day,179.0,53697.0,180.7,576266.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-18,working_day,175.0,80664.0,180.7,576266.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-19,working_day,178.0,27661.0,180.7,576266.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-20,working_day,177.7,24759.0,177.7,291628.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-21,holiday,177.7,24759.0,177.7,291628.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-03-22,holiday,177.7,24759.0,177.7,291628.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-23,working_day,177.4,30302.0,177.7,291628.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-24,working_day,173.3,45369.0,177.7,291628.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-25,working_day,171.9,50337.0,177.7,291628.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-26,working_day,168.0,40197.0,177.7,291628.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-27,working_day,166.8,42576.0,166.8,208781.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-28,holiday,166.8,42576.0,166.8,208781.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-03-29,holiday,166.8,42576.0,166.8,208781.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-03-30,working_day,162.7,137991.0,166.8,208781.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-03-31,working_day,165.4,91909.0,166.8,208781.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-01,working_day,167.0,11355.0,166.8,208781.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-02,working_day,163.7,120322.0,163.7,361577.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-03,holiday,163.7,120322.0,163.7,361577.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-04,holiday,163.7,120322.0,163.7,361577.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-05,holiday,163.7,120322.0,163.7,361577.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-06,working_day,165.0,1043169.0,163.7,361577.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-07,working_day,165.1,6699.0,163.7,361577.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-08,working_day,164.6,14168.0,163.7,361577.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-09,working_day,164.0,850252.0,163.7,361577.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-10,working_day,163.9,304703.0,163.9,2218991.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-11,holiday,163.9,304703.0,163.9,2218991.0,3.179,-3.73,133.05,6.0,9.55,9.95,10.99
2015-04-12,holiday,163.9,304703.0,163.9,2218991.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-13,holiday,163.9,304703.0,163.9,2218991.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-14,holiday,163.9,304703.0,163.9,2218991.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-15,working_day,169.0,20541.0,163.9,2218991.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-16,working_day,170.3,529131.0,163.9,2218991.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-17,working_day,171.0,70757.0,171.0,620429.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-18,holiday,171.0,70757.0,171.0,620429.0,3.179,-3.73,133.1,6.0,9.55,9.95,10.99
2015-04-19,holiday,171.0,70757.0,171.0,620429.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-20,working_day,172.0,346929.0,171.0,620429.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-21,working_day,172.0,303854.0,171.0,620429.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-22,working_day,171.9,2137698.0,171.0,620429.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-23,working_day,171.4,55506.0,171.0,620429.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-24,working_day,171.0,68161.0,171.0,2912148.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-25,holiday,171.0,68161.0,171.0,2912148.0,3.179,-3.73,133.15,6.0,9.55,9.95,10.99
2015-04-26,holiday,171.0,68161.0,171.0,2912148.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-04-27,working_day,171.2,173399.0,171.0,2912148.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-04-28,working_day,171.5,439534.0,171.0,2912148.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-04-29,working_day,172.0,303705.0,171.0,2912148.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-04-30,working_day,171.9,172544.0,171.9,1089182.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-05-01,holiday,171.9,172544.0,171.9,1089182.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-05-02,holiday,171.9,172544.0,171.9,1089182.0,3.179,-3.73,133.3,6.0,9.55,9.95,10.99
2015-05-03,holiday,171.9,172544.0,171.9,1089182.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-04,holiday,171.9,172544.0,171.9,1089182.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-05,working_day,172.0,681987.0,171.9,1089182.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-06,working_day,170.4,1356651.0,171.9,1089182.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-07,working_day,171.9,5305.0,171.9,1089182.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-08,working_day,171.2,549202.0,171.2,2593145.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-09,holiday,171.2,549202.0,171.2,2593145.0,3.179,-3.73,133.5,6.0,9.55,9.95,10.99
2015-05-10,holiday,171.2,549202.0,171.2,2593145.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-11,working_day,171.9,328829.0,171.2,2593145.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-12,working_day,171.8,776085.0,171.2,2593145.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-13,working_day,170.5,677086.0,171.2,2593145.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-14,working_day,170.0,824245.0,171.2,2593145.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-15,working_day,169.7,598820.0,169.7,3205065.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-16,holiday,169.7,598820.0,169.7,3205065.0,3.179,-3.73,133.6,6.0,9.55,9.95,10.99
2015-05-17,holiday,169.7,598820.0,169.7,3205065.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-18,working_day,168.5,33329.0,169.7,3205065.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-19,working_day,169.0,108165.0,169.7,3205065.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-20,working_day,170.0,1240243.0,169.7,3205065.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-21,working_day,169.3,626279.0,169.7,3205065.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-22,working_day,168.6,50602.0,168.6,2058618.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-23,holiday,168.6,50602.0,168.6,2058618.0,3.179,-3.73,133.75,6.0,9.55,9.95,10.99
2015-05-24,holiday,168.6,50602.0,168.6,2058618.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-25,working_day,165.2,56180.0,168.6,2058618.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-26,working_day,165.2,2107043.0,168.6,2058618.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-27,working_day,165.1,1698312.0,168.6,2058618.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-28,working_day,164.2,3128141.0,168.6,2058618.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-29,working_day,162.9,925771.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-30,holiday,162.9,925771.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-05-31,holiday,162.9,925771.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-01,working_day,162.8,37730.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-02,holiday,162.8,37730.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-03,working_day,160.4,1010029.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-04,holiday,160.4,1010029.0,162.9,7915447.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-05,working_day,162.2,45818.0,162.2,1093577.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-06,holiday,162.2,45818.0,162.2,1093577.0,3.179,-3.73,134.0,6.0,9.55,9.95,10.99
2015-06-07,holiday,162.2,45818.0,162.2,1093577.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-08,working_day,162.2,27095.0,162.2,1093577.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-09,working_day,162.1,41697.0,162.2,1093577.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-10,working_day,162.0,11656.0,162.2,1093577.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-11,working_day,161.1,22013.0,162.2,1093577.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-12,working_day,161.0,533772.0,161.0,636233.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-13,holiday,161.0,533772.0,161.0,636233.0,3.179,-3.73,134.2,6.0,9.55,9.95,10.99
2015-06-14,holiday,161.0,533772.0,161.0,636233.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-15,working_day,163.0,8805.0,161.0,636233.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-16,working_day,164.0,7083.0,161.0,636233.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-17,working_day,165.0,16246.0,161.0,636233.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-18,working_day,164.9,15450.0,161.0,636233.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-19,working_day,162.1,64880.0,162.1,112464.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-20,holiday,162.1,64880.0,162.1,112464.0,3.179,-3.73,134.3,6.0,9.55,9.95,10.99
2015-06-21,holiday,162.1,64880.0,162.1,112464.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-22,working_day,161.6,85199.0,162.1,112464.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-23,working_day,161.0,32610.0,162.1,112464.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-24,working_day,160.5,18499.0,162.1,112464.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-25,working_day,160.5,286628.0,162.1,112464.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-26,working_day,160.8,1665906.0,160.8,2088842.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-27,holiday,160.8,1665906.0,160.8,2088842.0,3.179,-3.73,133.835,6.0,9.55,9.95,10.99
2015-06-28,holiday,160.8,1665906.0,160.8,2088842.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-06-29,working_day,160.7,55215.0,160.8,2088842.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-06-30,working_day,160.5,1296694.0,160.8,2088842.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-07-01,holiday,160.5,1296694.0,160.8,2088842.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-07-02,working_day,161.0,43453.0,160.8,2088842.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-07-03,working_day,161.1,22604.0,161.1,1417966.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-07-04,holiday,161.1,22604.0,161.1,1417966.0,3.179,-3.73,133.65,6.0,9.55,9.95,10.99
2015-07-05,holiday,161.1,22604.0,161.1,1417966.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-06,working_day,161.5,42639.0,161.1,1417966.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-07,working_day,161.7,92921.0,161.1,1417966.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-08,working_day,160.8,205109.0,161.1,1417966.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-09,working_day,162.0,164339.0,161.1,1417966.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-10,working_day,164.2,45177.0,164.2,550185.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-11,holiday,164.2,45177.0,164.2,550185.0,3.179,-3.73,133.655,6.0,9.55,9.95,10.99
2015-07-12,holiday,164.2,45177.0,164.2,550185.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-13,working_day,164.8,20294.0,164.2,550185.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-14,working_day,165.0,29088.0,164.2,550185.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-15,working_day,166.7,247142.0,164.2,550185.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-16,working_day,169.9,1353611.0,164.2,550185.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-17,working_day,169.5,123933.0,169.5,1774068.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-18,holiday,169.5,123933.0,169.5,1774068.0,3.179,-3.73,133.685,6.0,9.55,9.95,10.99
2015-07-19,holiday,169.5,123933.0,169.5,1774068.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-20,working_day,168.1,11297.0,169.5,1774068.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-21,working_day,167.0,3786.0,169.5,1774068.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-22,working_day,168.1,1914519.0,169.5,1774068.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-23,working_day,168.3,1458218.0,169.5,1774068.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-24,working_day,170.0,1054178.0,170.0,4441998.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-25,holiday,170.0,1054178.0,170.0,4441998.0,3.179,-3.73,133.7,6.0,9.55,9.95,10.99
2015-07-26,holiday,170.0,1054178.0,170.0,4441998.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-07-27,working_day,169.5,121576.0,170.0,4441998.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-07-28,working_day,170.0,29687.0,170.0,4441998.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-07-29,working_day,170.1,52197.0,170.0,4441998.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-07-30,working_day,171.0,1937001.0,171.0,2140461.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-07-31,holiday,171.0,1937001.0,171.0,2140461.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-08-01,holiday,171.0,1937001.0,171.0,2140461.0,3.179,-3.73,133.78,6.0,9.55,9.95,10.99
2015-08-02,holiday,171.0,1937001.0,171.0,2140461.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-03,working_day,171.0,480092.0,171.0,2140461.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-04,working_day,170.5,25536.0,171.0,2140461.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-05,working_day,171.5,109216.0,171.0,2140461.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-06,working_day,172.0,32325.0,171.0,2140461.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-07,working_day,172.7,127827.0,172.7,774996.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-08,holiday,172.7,127827.0,172.7,774996.0,3.179,-3.73,133.825,6.0,9.55,9.95,10.99
2015-08-09,holiday,172.7,127827.0,172.7,774996.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-10,working_day,172.3,8067.0,172.7,774996.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-11,working_day,173.8,1958114.0,172.7,774996.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-12,working_day,173.3,3437975.0,172.7,774996.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-13,working_day,172.1,39967.0,172.7,774996.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-14,working_day,174.9,131125.0,174.9,5575248.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-15,holiday,174.9,131125.0,174.9,5575248.0,3.179,-3.73,134.295,6.0,9.55,9.95,10.99
2015-08-16,holiday,174.9,131125.0,174.9,5575248.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-17,working_day,174.9,139041.0,174.9,5575248.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-18,working_day,174.7,448774.0,174.9,5575248.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-19,working_day,174.6,145488.0,174.9,5575248.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-20,working_day,173.7,28201.0,174.9,5575248.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-21,working_day,175.0,835576.0,175.0,1597080.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-22,holiday,175.0,835576.0,175.0,1597080.0,3.179,-3.73,134.09,6.0,9.55,9.95,10.99
2015-08-23,holiday,175.0,835576.0,175.0,1597080.0,3.179,-3.73,134.4,6.0,9.55,9.95,10.99
2015-08-24,working_day,170.7,2208577.0,175.0,1597080.0,3.179,-3.73,134.4,6.0,9.55,9.95,10.99
